ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
c7e21d94,"Puji Nasyidah, S.IP","Nurse, mental health",PD Pradipta (Persero) Tbk,Sumatera Barat
28815bee,Gadang Siregar,Chief Financial Officer,UD Jailani Tbk,Papua
a17427b0,dr. Wage Mandasari,"Designer, television/film set",PT Kuswoyo Safitri,Sumatera Barat
bea56c68,Edison Utami,Product manager,Perum Mangunsong Tbk,Sumatera Utara
dcf624c7,Drs. Hani Sinaga,Ophthalmologist,PT Prasetya Nababan (Persero) Tbk,Sumatera Utara
384a3cf9,Arta Hutasoit,"Accountant, chartered management",Perum Uwais Sihombing Tbk,Kalimantan Tengah
6e80d2eb,Kambali Prasasta,"Nurse, adult",CV Natsir Tbk,Nusa Tenggara Barat
855e9fd1,Amelia Jailani,Multimedia programmer,Perum Nugroho,Kalimantan Barat
6efd058a,Restu Hutasoit,Maintenance engineer,CV Thamrin,Papua
7fab77b6,"Among Nuraini, M.Pd",Medical physicist,PT Sihombing Marbun (Persero) Tbk,Sumatera Utara
2c75221a,Wakiman Mansur,Television camera operator,PT Jailani Prastuti Tbk,Papua
ded59509,"Rina Budiman, S.E.",Control and instrumentation engineer,PT Widodo Marbun Tbk,Sumatera Selatan
73bbd4ec,Hani Manullang,Chartered loss adjuster,CV Suwarno,Bengkulu
cd83aaad,Wulan Narpati,Advice worker,PD Yolanda Najmudin Tbk,Sulawesi Tenggara
4c9ba86b,Rahayu Firmansyah,"Psychotherapist, dance movement",PT Ramadan Uwais,Nusa Tenggara Barat
9cbfe4f7,Gaman Nuraini,Intelligence analyst,UD Suryono,Sulawesi Tenggara
3b8615ff,Halim Salahudin,Homeopath,PT Pradipta Napitupulu Tbk,Sumatera Selatan
d5f93dfc,Belinda Ramadan,Community arts worker,UD Saragih Rajasa Tbk,Kalimantan Tengah
a52ac625,R.A. Tira Nugroho,"Loss adjuster, chartered",PT Fujiati,Kalimantan Tengah
f203b150,"Rahman Padmasari, S.Farm",Personal assistant,Perum Budiyanto Prasetyo Tbk,Jawa Tengah
53d5dc99,"drg. Padma Halim, S.Psi","Engineer, broadcasting (operations)",PD Usada (Persero) Tbk,Sumatera Selatan
5cb6997c,Zelaya Nuraini,Illustrator,PT Prasetya Rahayu Tbk,Sumatera Utara
96cdc5a9,Cinthia Manullang,Risk analyst,CV Rahmawati Simbolon,Kalimantan Utara
bb6da30e,Oliva Widiastuti,"Programmer, applications",PT Megantara Dabukke,Kalimantan Timur
c0451b3a,Leo Rahayu,Patent examiner,PT Widiastuti Mandasari,Kalimantan Selatan
0de511f7,Qori Zulkarnain,Water quality scientist,PT Utama,Sulawesi Tenggara
a530ed0b,"Nurul Aryani, M.Kom.","Buyer, industrial",PT Nugroho,Papua Barat
4bd36c9a,Ira Maryati,Outdoor activities/education manager,Perum Usamah Zulkarnain,Kalimantan Utara
a196908b,"Eja Usamah, S.Psi",Naval architect,UD Situmorang,Jambi
3189e353,Edi Adriansyah,Physiotherapist,Perum Wijaya Utama,Kalimantan Tengah
65f63002,Lembah Marbun,Herbalist,CV Dongoran,DKI Jakarta
9796fc88,Baktiadi Haryanto,Web designer,PT Waskita (Persero) Tbk,Kepulauan Bangka Belitung
9b289dda,Malik Yulianti,Charity officer,UD Prastuti,Nusa Tenggara Barat
b83dd4d0,Siti Fujiati,"Engineer, agricultural",PT Pertiwi Samosir,Gorontalo
8b297bc0,Ir. Najib Agustina,Administrator,CV Nashiruddin,Aceh
4c0c9639,Jumadi Usamah,"Engineer, chemical",PD Najmudin Pradipta (Persero) Tbk,Jawa Timur
e109845c,"Ika Mahendra, M.TI.",Production engineer,UD Pranowo,Sulawesi Barat
2f5e9f61,Parman Wahyudin,Water engineer,PD Maryadi Dabukke,Jambi
7f94d86a,drg. Ira Wibisono,Operations geologist,CV Haryanto Tbk,Jawa Timur
4ea8c97a,Wardi Kurniawan,"Copywriter, advertising",PT Prayoga Winarno,Gorontalo
2f6599f3,Kasiyah Budiyanto,Adult guidance worker,UD Hutagalung Safitri,Kepulauan Bangka Belitung
79701093,Prayoga Prastuti,Stage manager,UD Budiman Putra,Jambi
0336fa6a,Alambana Iswahyudi,"Editor, commissioning",PD Salahudin Suwarno,DI Yogyakarta
5b9ca73d,Uchita Adriansyah,Community pharmacist,PD Purnawati (Persero) Tbk,Jawa Timur
