ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
01cfb87a,Usman Permata,Advertising art director,PD Pradipta Tbk,Sulawesi Tenggara
9e41314c,Puput Lailasari,Editorial assistant,Perum Zulaika,Riau
b082712d,Dasa Susanti,Commissioning editor,UD Novitasari Pratiwi Tbk,Kalimantan Timur
eac81fb5,Balidin Maryadi,Charity fundraiser,PT Suwarno Tbk,Papua Barat
48a41068,Kasim Kuswandari,Product manager,Perum Mustofa Rajata Tbk,Aceh
a499788a,Darsirah Oktaviani,Fine artist,Perum Halimah,Maluku
a9393f31,Hana Nashiruddin,Proofreader,PD Salahudin (Persero) Tbk,Jambi
4057d100,Caket Andriani,Purchasing manager,PT Suryono Kusumo Tbk,Kalimantan Timur
4529a581,"drg. Wirda Wasita, M.Ak",Investment analyst,CV Winarsih (Persero) Tbk,Banten
29a78612,Lasmono Pratiwi,"Engineer, building services",PD Mandasari Wahyudin,Maluku
079d725e,Ghani Najmudin,Social researcher,CV Hasanah Rajasa Tbk,Kepulauan Bangka Belitung
59c604d0,Tina Pertiwi,Secretary/administrator,PD Susanti Gunawan,DI Yogyakarta
679c149a,Johan Nashiruddin,Occupational therapist,PD Pradana Hariyah (Persero) Tbk,Banten
db5a3400,"R.M. Anggabaya Iswahyudi, M.Pd",Clinical biochemist,PT Pratiwi Tbk,Sulawesi Tenggara
cefa4b9d,Ajiman Maulana,Acupuncturist,Perum Halim,Bali
47417f2d,Jumari Hutasoit,"Sales professional, IT",CV Melani Hutasoit,Kalimantan Tengah
a7d6ec8d,Hj. Gabriella Yuliarti,"Engineer, water",CV Riyanti Maulana,Sulawesi Utara
8ee64ad1,T. Karsana Najmudin,Advertising art director,PD Habibi (Persero) Tbk,Sumatera Barat
5be19100,Galar Haryanto,Network engineer,PD Najmudin Halimah,Nusa Tenggara Barat
4d7d26a9,"Janet Maheswara, S.Farm",Gaffer,PD Hastuti Zulkarnain (Persero) Tbk,Kalimantan Tengah
2a692002,"Bakidin Samosir, S.Gz",Manufacturing engineer,Perum Iswahyudi Hasanah,Bengkulu
c56d5ed2,Mitra Samosir,"Teacher, adult education",CV Januar Gunarto,Kalimantan Timur
5ccfe91b,Saka Suartini,"Editor, film/video",PD Suartini,Banten
1dbe5564,R. Genta Kuswandari,Operations geologist,Perum Waskita Nasyiah Tbk,Kalimantan Timur
691f5f9b,Luluh Nasyiah,"Surveyor, building control",PD Haryanto (Persero) Tbk,Kalimantan Barat
381ed4a8,Clara Mahendra,Medical laboratory scientific officer,UD Sirait Januar (Persero) Tbk,Maluku Utara
b6c9bd6e,Nadia Pratama,"Teacher, adult education",CV Kusumo Nababan (Persero) Tbk,Nusa Tenggara Barat
3a7e086b,"drg. Emin Halimah, M.M.",Insurance underwriter,CV Halim Kuswoyo Tbk,Papua Barat
51c1cb9c,Tirta Prakasa,Education administrator,PD Waluyo Rahayu,Nusa Tenggara Timur
783bea7d,R. Mustofa Adriansyah,Building surveyor,UD Tarihoran Hariyah Tbk,Sulawesi Barat
82b79a7f,Dr. Ani Januar,Health and safety adviser,PT Mayasari Hassanah (Persero) Tbk,DKI Jakarta
bd989284,Zahra Maheswara,"Secretary, company",Perum Susanti Tbk,Sumatera Selatan
59f83668,"R. Asmianto Aryani, S.E.I",Higher education lecturer,CV Habibi,Sulawesi Tengah
a435771b,Ibrahim Permadi,Data scientist,PT Hartati Siregar,Sulawesi Tenggara
c1e05384,"Dian Rajasa, S.T.",Armed forces training and education officer,Perum Yuliarti Purwanti (Persero) Tbk,Sumatera Utara
d41be8f9,Mala Widiastuti,"Editor, film/video",Perum Laksmiwati Pangestu Tbk,Kalimantan Tengah
6eaea4c9,Dr. Balijan Suryono,Telecommunications researcher,PT Usamah Suryono (Persero) Tbk,DKI Jakarta
f256a475,Harjaya Mulyani,Art therapist,PT Nababan Tbk,Kalimantan Utara
4e73f217,"Dt. Vino Haryanto, S.Farm",Merchant navy officer,PD Mandasari Suartini (Persero) Tbk,Jawa Tengah
f54c1e50,Gadang Utami,Chartered accountant,Perum Pertiwi Tbk,DKI Jakarta
fe79454a,Najam Najmudin,"Scientist, research (physical sciences)",UD Natsir Marpaung,Kalimantan Tengah
09de5ccb,"T. Emin Simanjuntak, M.Farm",Museum/gallery conservator,PT Kusmawati Yulianti Tbk,Riau
1c290eb4,Darimin Zulaika,Manufacturing systems engineer,UD Pangestu,Riau
0dfc84d0,T. Jasmani Rajata,IT technical support officer,CV Samosir Halim,Sumatera Barat
31e18734,Cut Citra Prakasa,Public house manager,CV Halimah Susanti,Gorontalo
f3fbaabc,Diana Maryati,Architectural technologist,UD Yolanda,Sulawesi Utara
0da8df43,"Banawa Winarsih, M.TI.",Make,PT Salahudin Prasasta (Persero) Tbk,Bali
b666f6bb,"Jumari Palastri, S.IP",Materials engineer,CV Puspita Riyanti Tbk,Sulawesi Utara
39eb5205,"Prima Prayoga, S.Pd",Minerals surveyor,CV Iswahyudi Marbun (Persero) Tbk,Kalimantan Selatan
01a3d443,Najib Tarihoran,Air broker,UD Rahayu Laksita Tbk,Jambi
aaafcf07,Rosman Andriani,Cabin crew,PT Firgantoro Tamba,Kalimantan Utara
59ad213e,"Drs. Cindy Wacana, S.E.",Interpreter,PD Samosir Safitri,Sulawesi Tenggara
467219f9,"Dr. Radika Waluyo, M.Pd",Quarry manager,PT Waskita Puspasari,Aceh
8b328e8a,Sadina Permata,"Accountant, chartered certified",PD Nashiruddin,Jawa Timur
98c0c041,Ir. Siska Pangestu,Fashion designer,UD Widiastuti,Sulawesi Tengah
435d1136,Harjo Thamrin,"Investment banker, operational",Perum Saputra,DKI Jakarta
542549ee,Tgk. Mursita Hutasoit,Electronics engineer,UD Pratiwi (Persero) Tbk,Papua
7c039415,Rosman Laksita,"Development worker, international aid",UD Saputra Pradana Tbk,Sulawesi Selatan
c3582aa4,Wahyu Palastri,Drilling engineer,CV Nasyidah Samosir,Riau
533e0030,Heru Hariyah,Estate manager/land agent,PD Aryani Maheswara (Persero) Tbk,DI Yogyakarta
98aa7128,Prayogo Mardhiyah,"Administrator, local government",CV Gunawan (Persero) Tbk,Jawa Tengah
5fee2090,"drg. Agus Halim, S.E.",Printmaker,Perum Usamah Tbk,Kalimantan Timur
daa2d6b6,"Darmaji Maryadi, S.Ked",Health and safety adviser,UD Pratiwi Wastuti,Sumatera Selatan
6839779a,"Tgk. Ami Widodo, M.Farm",Estate manager/land agent,CV Sudiati Halimah (Persero) Tbk,Kalimantan Tengah
c18c40cc,"Janet Usamah, M.M.",Building control surveyor,PD Nuraini Pratiwi,Gorontalo
c36b7109,Marsito Rahayu,Teaching laboratory technician,Perum Suryono Siregar,Kalimantan Tengah
54046ddc,Agnes Nashiruddin,Architect,PD Puspita Lestari Tbk,Kepulauan Riau
b041133c,Hilda Kuswoyo,Orthoptist,CV Anggriawan Prakasa,DI Yogyakarta
1be90832,Umi Sitorus,"Administrator, arts",UD Pradipta Simbolon,Sumatera Barat
43b9425a,"R.M. Balijan Mardhiyah, M.Farm","Lighting technician, broadcasting/film/video",Perum Usamah,Sulawesi Tenggara
b9e3a3eb,Hamima Nurdiyanti,Oceanographer,PD Wastuti Tbk,Kepulauan Bangka Belitung
4d181b80,Fathonah Handayani,Veterinary surgeon,PT Sitorus,Aceh
818905a9,"dr. Ophelia Megantara, M.Pd",Radiation protection practitioner,UD Jailani Suwarno Tbk,Sumatera Barat
6eace8ae,Zizi Tampubolon,Illustrator,CV Wacana Nugroho,Kepulauan Riau
6a9157a1,Amalia Rajata,"Teacher, early years/pre",PT Andriani,DKI Jakarta
93186e64,R.M. Soleh Marbun,Horticultural therapist,Perum Santoso,Kalimantan Barat
21a751c2,Harsanto Mahendra,Video editor,UD Saefullah Tbk,Jawa Tengah
342e2fce,"Sadina Hartati, M.M.",Meteorologist,PT Lestari (Persero) Tbk,Bengkulu
111be620,Anita Prakasa,Hospital pharmacist,CV Halim Permadi Tbk,Kalimantan Tengah
f8b566c8,Puput Najmudin,Water engineer,CV Dongoran Damanik,Jawa Tengah
c79b1ae8,Jessica Uwais,"Accountant, chartered",UD Permadi Budiman (Persero) Tbk,Kalimantan Timur
1be3ec03,Belinda Saputra,Retail merchandiser,UD Siregar Wibowo (Persero) Tbk,Jawa Timur
