ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
3672b1b1,Hj. Dalima Pratama,Advertising copywriter,PD Rahimah Marpaung (Persero) Tbk,Jambi
ca350446,Latika Hidayat,Advice worker,Perum Tampubolon Tbk,Kalimantan Tengah
bab76975,"Waluyo Yulianti, S.Sos","Scientist, audiological",CV Hutapea Uwais (Persero) Tbk,Maluku
3e3a0290,drg. Sabrina Nashiruddin,Homeopath,Perum Setiawan,Bengkulu
f7e854f8,"Dr. Jayadi Firmansyah, S.H.","Administrator, charities/voluntary organisations",Perum Putra Tbk,Bengkulu
a681d716,Warji Tarihoran,"Engineer, materials",PT Situmorang,Bengkulu
78e69812,Indah Nababan,Restaurant manager,CV Halim Iswahyudi Tbk,Maluku Utara
071d2062,Yani Hakim,"Nurse, children's",CV Nashiruddin Prasasta (Persero) Tbk,Nusa Tenggara Timur
845f8373,Dr. Alambana Napitupulu,Food technologist,UD Habibi Mandasari,Sumatera Barat
015bcdaa,Jamal Winarsih,Armed forces technical officer,CV Hassanah Maulana (Persero) Tbk,DI Yogyakarta
952886be,Darman Maulana,Counselling psychologist,PD Marbun Tbk,DKI Jakarta
01999666,Maras Saragih,"Research officer, government",PT Nugroho Sitompul (Persero) Tbk,Kepulauan Bangka Belitung
076aba13,H. Bahuwirya Laksmiwati,Event organiser,CV Samosir Rahmawati Tbk,Maluku
6dfc0157,"R. Indah Yuliarti, S.Sos",Commercial/residential surveyor,CV Laksita Simanjuntak Tbk,Papua Barat
ef146beb,"Drs. Ihsan Melani, S.Farm",Marketing executive,CV Hakim,Sumatera Utara
c3d78609,"Tgk. Nilam Napitupulu, S.Ked",Archaeologist,Perum Purwanti,Kalimantan Selatan
6eb96294,"Tgk. Humaira Widodo, S.Pt",Special effects artist,CV Firgantoro (Persero) Tbk,Bengkulu
45a4d57b,"Drs. Eva Marbun, S.Kom","Secretary, company",CV Putra Tbk,Sulawesi Selatan
88e117f9,Cici Haryanti,Market researcher,Perum Rahmawati Mayasari Tbk,Papua Barat
7d234d05,Tgk. Jaswadi Pratama,Immunologist,UD Hartati,Sulawesi Utara
c1959b38,Laswi Habibi,Chiropodist,Perum Putra Tamba Tbk,Sulawesi Tenggara
427c9003,Salwa Usamah,Toxicologist,CV Siregar,Banten
71b87c71,"Sutan Embuh Wahyuni, S.E.",Contractor,CV Pertiwi Wastuti Tbk,Banten
1dff4b73,"H. Jaswadi Firmansyah, S.I.Kom",Writer,CV Permadi Firgantoro (Persero) Tbk,Jawa Barat
9b65a585,Jaiman Ardianto,"Programme researcher, broadcasting/film/video",Perum Uyainah,Bengkulu
3d050702,Irnanto Halimah,"Restaurant manager, fast food",PT Sitompul Saragih,Jawa Tengah
e7e905b1,"Eman Permata, S.E.","Geologist, engineering",PD Suryono Zulaika (Persero) Tbk,Gorontalo
15bbcaec,Karimah Samosir,Advertising copywriter,UD Pertiwi Wibowo,Kalimantan Barat
0b0060da,Radika Kuswoyo,"Scientist, research (medical)",PT Pradipta (Persero) Tbk,Nusa Tenggara Timur
2b27a46e,Cut Usyi Siregar,"Teacher, early years/pre",Perum Nugroho Kuswandari,Kalimantan Utara
f0d04416,"R.M. Ibrahim Hartati, S.Pd",Recycling officer,PD Suartini,Nusa Tenggara Timur
dcb7d978,Purwadi Manullang,"Scientist, water quality",Perum Pratiwi Mansur Tbk,Maluku
a0422a0e,"Johan Habibi, M.TI.",Arts administrator,PD Maryadi Laksita,Lampung
849aaa99,Luwes Pradana,Product manager,Perum Ramadan Halim Tbk,Sulawesi Barat
05e1daa8,dr. Opan Latupono,Fitness centre manager,PD Uyainah (Persero) Tbk,Kalimantan Utara
b8346c8c,"dr. Ade Saefullah, S.T.","Editor, film/video",Perum Damanik Prastuti (Persero) Tbk,Nusa Tenggara Barat
20b2a8e0,Kasusra Budiman,"Engineer, maintenance",UD Putra (Persero) Tbk,Sulawesi Selatan
dd7f5089,Rachel Najmudin,Analytical chemist,PT Firmansyah,Sumatera Utara
93b148ec,Harimurti Najmudin,Insurance broker,PD Pertiwi Tbk,Lampung
20edbb68,"Tgk. Devi Widodo, M.M.","Engineer, mining",PD Hardiansyah Tbk,DI Yogyakarta
b18f508b,Puti Fathonah Purnawati,Higher education careers adviser,Perum Palastri Mansur,Jawa Barat
1c9429fb,Gawati Mardhiyah,Paramedic,PT Rahmawati Tbk,Kalimantan Utara
122d3d81,Embuh Laksmiwati,"Designer, ceramics/pottery",PD Prabowo,Maluku Utara
122fc7e2,Pangeran Halimah,Pharmacologist,CV Firmansyah Tbk,Kalimantan Utara
e4b79812,Ihsan Prasetyo,"Teacher, primary school",CV Sihotang,Jawa Timur
7c04cc8a,Lasmanto Sirait,Dealer,PD Hasanah,Kalimantan Tengah
45f1e021,"Jaka Nasyiah, S.Pt","Engineer, building services",Perum Putra Tbk,Sumatera Utara
dab5c162,"Darimin Saputra, S.Sos",Building control surveyor,CV Suryatmi,Bengkulu
8fe1332b,"Dt. Viktor Maryadi, M.Pd",Financial trader,CV Permata Tbk,DI Yogyakarta
1f51c6f8,dr. Nasrullah Sihotang,Financial adviser,CV Pudjiastuti,Nusa Tenggara Timur
1151ff00,Julia Adriansyah,Communications engineer,CV Wasita Winarno,Nusa Tenggara Timur
61dcc641,Vanya Usamah,Town planner,Perum Permata Sudiati,Jambi
9074459d,Gilda Anggriawan,"Psychologist, sport and exercise",CV Sirait (Persero) Tbk,Nusa Tenggara Timur
07e41425,Ajimin Zulaika,Industrial/product designer,CV Mandasari Purnawati,Jambi
bfe5a84c,Balangga Fujiati,IT technical support officer,UD Hassanah Haryanti Tbk,Jawa Timur
eb7fe8ca,"Prasetya Nurdiyanti, M.M.",Theme park manager,PT Tarihoran Hastuti Tbk,Sumatera Utara
0a644191,KH. Harjaya Sihotang,Youth worker,PD Irawan,Bengkulu
848af598,Hafshah Hutagalung,Manufacturing systems engineer,PT Laksita,Sumatera Selatan
b873a4e2,Iriana Wulandari,"Presenter, broadcasting",PD Sihombing,Banten
d3ebf6e0,Dacin Laksita,Occupational psychologist,PT Siregar Pangestu,Aceh
05044a9c,"Titi Damanik, S.Kom","Presenter, broadcasting",PD Melani Sudiati Tbk,Sumatera Barat
9c572134,"Ir. Tiara Tamba, S.Pd",Airline pilot,UD Suryono Tbk,Gorontalo
319300b2,Vanya Andriani,"Radiographer, diagnostic",PD Gunarto Purwanti,Kalimantan Timur
9d8ceff9,"Citra Gunarto, S.IP",Cabin crew,Perum Hutapea Siregar (Persero) Tbk,DI Yogyakarta
806a580c,"Kanda Nasyidah, M.Ak",Hospital doctor,CV Wijaya,Kalimantan Tengah
20b86fa3,"Indah Namaga, S.T.",Advertising copywriter,Perum Haryanti,Kalimantan Utara
0b974714,Gasti Uyainah,"Psychologist, counselling",Perum Maulana Latupono,Kepulauan Riau
a5c98ad4,Prasetya Hutasoit,Community pharmacist,PD Sitompul Sihombing,Maluku Utara
306762cf,Maria Napitupulu,Environmental education officer,UD Suartini Tarihoran,Kepulauan Riau
742a3dc8,"Ana Mustofa, S.T.",Medical laboratory scientific officer,UD Puspita,Jawa Barat
47f2f55e,"Dr. Caraka Aryani, S.Pd",Art gallery manager,CV Permadi Susanti,Maluku Utara
6e166587,Yuliana Purwanti,Politician's assistant,CV Agustina Nasyiah,Jawa Barat
8f5623ac,"Tari Salahudin, S.I.Kom",Learning disability nurse,PT Andriani,Sulawesi Barat
8a5a961c,Oni Melani,Equities trader,PD Rahayu Yolanda,Jawa Tengah
a449c74c,drg. Nasrullah Rajasa,Health and safety inspector,UD Purnawati Salahudin,Kalimantan Timur
36158adc,"Sutan Edward Puspasari, M.Pd",Market researcher,CV Laksita (Persero) Tbk,Sumatera Utara
5726d1da,Agnes Fujiati,Building services engineer,PD Sitorus,Bali
ee9392f3,"R.M. Baktiono Wastuti, S.Psi",Community education officer,UD Mayasari Wasita,Kalimantan Utara
a9bb2fad,Sakura Rahmawati,"Designer, fashion/clothing",Perum Ramadan,Kalimantan Utara
f82a8ed7,Gina Fujiati,Printmaker,PD Winarsih Tbk,DI Yogyakarta
c1e350d5,Febi Nainggolan,"Surveyor, building",CV Lestari Farida,Jambi
0bfbad35,Sidiq Novitasari,"Restaurant manager, fast food",Perum Yolanda,Sulawesi Utara
b3804876,Tugiman Suryono,"Accountant, chartered public finance",CV Adriansyah Dongoran Tbk,DKI Jakarta
26ffdc42,Catur Narpati,"Engineer, production",PT Habibi (Persero) Tbk,Gorontalo
5f78bc3e,Kiandra Setiawan,"Designer, textile",UD Natsir Tbk,Kalimantan Selatan
c9158af6,dr. Dinda Putra,Clinical research associate,UD Mayasari Usada (Persero) Tbk,Sumatera Barat
853d3f8d,Danang Purwanti,Research scientist (physical sciences),CV Simbolon Utami (Persero) Tbk,Kalimantan Timur
aec296c3,Harimurti Hasanah,"Engineer, automotive",UD Sirait Putra Tbk,Sulawesi Tenggara
070451c9,"H. Kayun Yolanda, S.Pd","Therapist, speech and language",Perum Sihombing Tbk,Maluku
7914540c,Tina Nainggolan,Financial controller,Perum Hasanah Widodo Tbk,Nusa Tenggara Timur
d2e44f72,Septi Wasita,Legal executive,PD Waluyo (Persero) Tbk,Bengkulu
412c26d7,Alika Astuti,"Administrator, Civil Service",Perum Anggriawan Narpati (Persero) Tbk,Papua
2796f3a9,"Eva Farida, S.IP",Counselling psychologist,CV Purnawati,Sulawesi Tenggara
61d20009,Puti Sabrina Tamba,Conference centre manager,CV Simbolon Agustina,Bengkulu
76be016c,"Farah Yuniar, S.I.Kom",Human resources officer,Perum Utama (Persero) Tbk,Lampung
bb952052,"dr. Kardi Irawan, S.T.",Scientific laboratory technician,Perum Zulaika Jailani (Persero) Tbk,Banten
2a8391bf,Gandi Tarihoran,Nutritional therapist,PD Handayani (Persero) Tbk,Jawa Barat
fb493278,Laras Rahmawati,"Designer, ceramics/pottery",PD Hutapea,Riau
5b21e5fe,Sari Dabukke,Ship broker,PT Ardianto Wastuti Tbk,Papua Barat
03092f49,Dina Andriani,Associate Professor,Perum Purwanti,Maluku Utara
114071c8,"Dewi Usada, S.Ked",Public relations account executive,PD Melani,Jawa Tengah
7efcf10d,R.A. Nilam Nababan,"Programmer, systems",PD Waluyo Latupono,Banten
ad733ca4,"Zizi Pradana, S.Pd",Arts development officer,PT Kusmawati Mangunsong Tbk,Bali
f9977228,"Cut Olivia Palastri, S.Psi",Phytotherapist,CV Mustofa Tbk,Sulawesi Selatan
ab970006,Radika Zulaika,Armed forces technical officer,PD Suryatmi,Sulawesi Selatan
6fa6c47a,"Jais Sihombing, S.Pd",Ranger/warden,UD Sihotang,Kepulauan Riau
b5cb013e,Mariadi Puspasari,Outdoor activities/education manager,Perum Uwais Uyainah,Kalimantan Utara
1655e641,Vero Utama,Press sub,CV Sihombing,Kepulauan Riau
b3452be5,"R. Gara Usamah, M.TI.","Development worker, community",CV Halimah Utama (Persero) Tbk,Nusa Tenggara Timur
a5b4e794,"Baktianto Marbun, S.Ked",Physiological scientist,Perum Hariyah,Kepulauan Bangka Belitung
f6e07730,Cut Hesti Tarihoran,"Editor, film/video",Perum Prabowo Tbk,Aceh
4a4349f7,Agnes Tamba,Agricultural consultant,PT Pradana Sitorus,DI Yogyakarta
87ae13c5,Wani Palastri,Marketing executive,PT Mardhiyah (Persero) Tbk,Kalimantan Tengah
d82a33ac,"Hj. Najwa Laksita, S.Farm",Musician,PD Siregar (Persero) Tbk,Kepulauan Riau
7b6270bc,Virman Megantara,"Designer, textile",Perum Pratiwi (Persero) Tbk,Kepulauan Bangka Belitung
9cc62131,"Yuliana Yuniar, S.T.",Data processing manager,PT Marbun Utami,Kalimantan Barat
a558e651,Cemplunk Nugroho,Advertising art director,UD Situmorang Utama (Persero) Tbk,Jawa Tengah
f1a54f1d,R.A. Vanya Pratama,Copy,PD Hutagalung Nasyidah,Kalimantan Selatan
225be10b,Aswani Manullang,Advertising copywriter,CV Saputra Marpaung,Kalimantan Tengah
2bbd8862,Maman Yuniar,Legal executive,UD Saefullah (Persero) Tbk,DI Yogyakarta
c16fc501,Lasmono Suartini,Haematologist,UD Aryani (Persero) Tbk,Kepulauan Bangka Belitung
806b5b2a,Jarwa Situmorang,Fitness centre manager,Perum Hardiansyah Setiawan,DI Yogyakarta
2170e533,Puti Laras Puspasari,Exhibition designer,CV Napitupulu Manullang Tbk,Papua Barat
3cb7df45,Gatra Simbolon,Art gallery manager,Perum Susanti Hidayat,Sulawesi Tengah
0392d9cd,"Hj. Vanesa Pranowo, S.Farm",Mechanical engineer,PD Siregar Hakim Tbk,Kalimantan Utara
d4cb5299,dr. Ismail Mangunsong,Optometrist,PD Mayasari Setiawan Tbk,Bali
ca3a9b79,Chelsea Kuswoyo,Youth worker,CV Lailasari Mandasari,Sulawesi Utara
192e44e5,Ina Firmansyah,Outdoor activities/education manager,UD Wahyudin Lazuardi (Persero) Tbk,Riau
9f41896a,Nilam Saragih,Comptroller,UD Marpaung Wijayanti (Persero) Tbk,Bengkulu
5d5e44af,Panji Puspita,Facilities manager,CV Jailani Tbk,Maluku
9aaecdd4,H. Lantar Purwanti,Systems analyst,Perum Napitupulu Budiman,Sumatera Selatan
14ed6de6,"Tgk. Faizah Mulyani, S.Farm",Immunologist,PD Simbolon,Papua
f1bba3a6,Tgk. Maya Marpaung,Sports administrator,UD Winarno,Kepulauan Riau
6941f69b,drg. Jail Saputra,"Engineer, civil (consulting)",UD Permadi Pangestu,Jawa Barat
fad7b768,"Genta Gunawan, S.T.",Waste management officer,UD Tampubolon Prakasa,Kepulauan Bangka Belitung
3158cf56,"dr. Koko Sudiati, M.M.",Purchasing manager,PD Sihotang Mayasari,Kalimantan Timur
e11803fb,drg. Cemeti Mustofa,IT technical support officer,PD Simbolon Nasyidah Tbk,Sulawesi Barat
79e633b5,"Maria Haryanti, S.E.I",Hotel manager,PT Prakasa,Sulawesi Tenggara
7b5844c6,"Dr. Gambira Hastuti, M.Pd",Analytical chemist,PT Nurdiyanti Zulkarnain Tbk,Sumatera Selatan
96d83aac,Tami Hardiansyah,"Embryologist, clinical",UD Hariyah Permata,Bali
99326b67,"Aswani Uyainah, S.Pd",Dealer,PT Kusumo Winarsih Tbk,Papua
95070c8b,"Hj. Maida Mansur, S.Ked",Call centre manager,Perum Wastuti Uwais,Banten
e43b2973,"Puput Utami, M.Ak","Psychologist, prison and probation services",PT Siregar,Jawa Barat
865027bc,Tgk. Prayitna Kusumo,"Journalist, magazine",PD Wastuti Zulkarnain (Persero) Tbk,Gorontalo
2c693f86,Puji Permata,"Geologist, engineering",PD Pratiwi Santoso,Nusa Tenggara Barat
681ec56c,Prakosa Winarno,Dietitian,PT Najmudin Mansur Tbk,Kalimantan Barat
