ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
3097c2b8,Puti Zaenab Salahudin,Network engineer,UD Sudiati Anggraini Tbk,Riau
3b41a236,Ade Sitompul,"Loss adjuster, chartered",PT Permata,Papua Barat
bdc59a09,Luwar Ardianto,Photographer,CV Sudiati Hassanah,Gorontalo
e26a24c2,"Endra Uyainah, M.TI.","Civil engineer, contracting",PD Kuswoyo Sihombing (Persero) Tbk,Kalimantan Selatan
72c531fd,Anita Sinaga,Government social research officer,PT Laksita Tbk,Kalimantan Selatan
748615e8,Sutan Adhiarja Handayani,Clinical molecular geneticist,PT Wahyudin (Persero) Tbk,Sumatera Barat
e42b1170,R.M. Tomi Purnawati,Public relations account executive,UD Anggriawan Pratama Tbk,Papua Barat
6760b32c,Sutan Gada Rahimah,Engineering geologist,Perum Yolanda Prasetyo,Lampung
167e073e,"Tgk. Kusuma Aryani, M.Ak",Therapeutic radiographer,PT Lailasari (Persero) Tbk,Kalimantan Selatan
41b0f4af,Opan Hidayanto,"Optician, dispensing",PT Wibisono Tbk,Jawa Tengah
52ae0b6c,"Asmuni Prayoga, S.Pt",Press sub,PT Thamrin Wibowo,Maluku Utara
e135a619,Prabawa Pradipta,Dancer,PT Prasasta (Persero) Tbk,Aceh
b0ccb8dd,"Mumpuni Permata, S.Sos",Higher education careers adviser,PT Siregar (Persero) Tbk,Maluku
e27b56ea,"dr. Aditya Handayani, S.E.I",Holiday representative,UD Waluyo Waluyo,DI Yogyakarta
8644c582,Kasiyah Suryono,Quality manager,Perum Purwanti Prakasa Tbk,Lampung
22194826,Darsirah Hastuti,Claims inspector/assessor,CV Sinaga Tbk,Kepulauan Riau
940a7ddd,"Galih Mandasari, S.Sos",Geographical information systems officer,CV Anggriawan,Jawa Tengah
fa00243a,"dr. Eka Anggraini, M.Kom.",Theme park manager,Perum Waskita Habibi,Papua Barat
f19dcba5,Darimin Yulianti,Community development worker,UD Budiyanto,DKI Jakarta
89498917,Ilyas Zulkarnain,Careers information officer,CV Kusumo (Persero) Tbk,Nusa Tenggara Barat
f5db7ff8,Uchita Hasanah,Minerals surveyor,UD Hidayanto,Kalimantan Selatan
8aae6f82,Laras Wijaya,Advertising art director,UD Riyanti Yuliarti Tbk,Papua Barat
a64c5927,Tina Lestari,Higher education careers adviser,CV Damanik,Nusa Tenggara Timur
3258838e,Winda Laksita,Music therapist,PT Namaga Nurdiyanti (Persero) Tbk,Papua Barat
a50960ff,"R.A. Kamaria Mansur, M.Pd",Operational researcher,UD Rahayu,Jawa Timur
5c4301b9,Candrakanta Pangestu,Operations geologist,PD Sitompul Hardiansyah,Papua
3df0d7ce,Dina Wastuti,"Loss adjuster, chartered",UD Wasita Mulyani,Sumatera Barat
284538cd,Oliva Laksmiwati,Health promotion specialist,PT Salahudin Mangunsong (Persero) Tbk,Sumatera Utara
b2622dc5,Hana Zulaika,Environmental health practitioner,PD Agustina Mangunsong,Papua
26e70fda,"Mala Simanjuntak, M.Ak","Exhibitions officer, museum/gallery",CV Padmasari Ardianto,Jambi
6940d8b0,Kanda Zulaika,"Therapist, speech and language",PD Pradana Tbk,Sumatera Selatan
6aa30913,Putri Firgantoro,"Designer, jewellery",PD Wibowo,DKI Jakarta
ed8c54ae,dr. Leo Lazuardi,Research scientist (life sciences),UD Kusumo Natsir (Persero) Tbk,Sumatera Utara
c1c65898,Zaenab Rahimah,Petroleum engineer,UD Waskita Pradipta,Banten
a54b0e7a,Paramita Sihombing,Trading standards officer,UD Dongoran,Kalimantan Barat
2b0f1bd3,Rachel Andriani,Purchasing manager,PD Yulianti,Jambi
a0ef85a3,"Zamira Sirait, M.Kom.","Programmer, multimedia",PD Rahmawati (Persero) Tbk,Sulawesi Utara
a9e05d49,Vera Puspasari,Print production planner,Perum Suryono Tbk,Jawa Barat
6c1b7dea,Darmaji Laksmiwati,Geophysical data processor,PD Maheswara Kuswandari Tbk,Gorontalo
898e644e,Irsad Pratama,Proofreader,Perum Hariyah,Bengkulu
e3304f77,Dr. Dadap Ramadan,"Research officer, government",PD Kusumo Tbk,Sulawesi Barat
48b5ca82,Wahyu Hariyah,"Programme researcher, broadcasting/film/video",PD Simanjuntak Rajasa (Persero) Tbk,Sulawesi Utara
728b561e,Drs. Farhunnisa Sihombing,Control and instrumentation engineer,UD Purwanti,Sulawesi Utara
8fb37ca1,Tirta Zulkarnain,Horticultural consultant,PD Winarsih Irawan,Lampung
caa79401,Ir. Laswi Permadi,Information systems manager,UD Rajata,Papua Barat
252fabba,Prabowo Mustofa,"Administrator, local government",PT Suryono,Sulawesi Tenggara
04c50cde,"H. Hairyanto Gunarto, S.H.","Nurse, mental health",PT Kuswandari,Kalimantan Utara
d6cca2f2,Candra Setiawan,"Engineer, structural",UD Marpaung Tbk,Jawa Barat
84bd0a7d,"dr. Cornelia Kusmawati, S.IP",Planning and development surveyor,PD Prastuti Megantara (Persero) Tbk,DI Yogyakarta
1f70938a,Laras Prastuti,Chief Financial Officer,PD Saputra Widiastuti,Jawa Barat
ddd54435,Cagak Sitompul,"Therapist, speech and language",UD Kusumo,Nusa Tenggara Timur
