ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
a3caa1fd,"Banawa Wahyuni, M.Ak",Podiatrist,PT Suryatmi,Jawa Tengah
cf478e92,Yosef Hidayanto,Garment/textile technologist,PD Santoso Hassanah,Bali
e3c5be81,"T. Kamidin Putra, S.Gz",Water quality scientist,Perum Pangestu Anggriawan,Riau
0c43ee73,Tania Pratama,Medical physicist,Perum Firgantoro Mardhiyah Tbk,Sulawesi Selatan
31fc94b0,dr. Ayu Nainggolan,Air traffic controller,PD Pratiwi Nuraini,Banten
381f049f,"Alambana Hariyah, M.Ak",Chartered loss adjuster,PT Oktaviani (Persero) Tbk,Gorontalo
666c17d2,"Alambana Maheswara, S.Sos",Agricultural consultant,PT Suartini Samosir (Persero) Tbk,Gorontalo
09f3b427,Rusman Wasita,Insurance claims handler,CV Damanik Irawan,Jawa Barat
e95f31f6,Legawa Zulkarnain,Patent attorney,Perum Wasita Gunarto,Sulawesi Tengah
3a85b143,Okto Widiastuti,Waste management officer,CV Wibowo Tbk,Kalimantan Timur
10a56eee,"R.M. Martana Farida, S.Pd",Civil Service administrator,Perum Iswahyudi Hutapea,Sumatera Selatan
d06b2513,Harjasa Wasita,Stage manager,PT Jailani,Sulawesi Selatan
10ee795e,Indah Irawan,Commercial/residential surveyor,CV Rajata,Kalimantan Timur
ad01958f,Luis Nasyidah,Graphic designer,CV Tarihoran,DI Yogyakarta
ad39b1a2,Nurul Dabukke,Museum/gallery exhibitions officer,PD Halimah Latupono,Bengkulu
0ec9dc13,"Gilang Rahayu, S.Kom",General practice doctor,PD Wijayanti,Sulawesi Tenggara
8ff3aa27,Galang Iswahyudi,Insurance underwriter,Perum Hasanah,Kalimantan Timur
5b53e23a,"R. Dewi Mandasari, S.Pd",Oncologist,CV Marpaung Tbk,Sulawesi Barat
990cd4ee,"Opan Permata, S.H.",Warehouse manager,UD Irawan,Sumatera Utara
3720b4ae,Mahesa Habibi,"Teacher, special educational needs",PT Firgantoro Nashiruddin,Sulawesi Tengah
dd81a352,"drg. Rafi Rahayu, S.I.Kom",Occupational psychologist,PD Sihotang Tbk,Sulawesi Tengah
1d920ff0,drg. Jagaraga Nasyiah,"Surveyor, mining",Perum Pangestu (Persero) Tbk,Papua
eb7a8ffe,Rama Halimah,Ambulance person,PD Putra,Banten
b4dd1033,"Puti Ina Winarno, S.Ked","Teacher, music",CV Santoso,Sumatera Barat
aeb73976,Farah Yuniar,Garment/textile technologist,CV Suartini Winarsih,Papua Barat
5ca7e47c,"Sabrina Maulana, S.Sos","Surveyor, building control",PD Laksmiwati,Bali
ce2a7c32,Iriana Laksita,Freight forwarder,PT Marpaung Irawan (Persero) Tbk,Sulawesi Barat
2c3d7dee,Timbul Lailasari,Health visitor,PD Rahmawati,Riau
abb79915,"H. Cakrawala Waluyo, S.E.I",Analytical chemist,PT Prastuti Tbk,Sumatera Selatan
a1bf24c6,Febi Budiman,Water quality scientist,PT Santoso,Papua
858fea74,"R. Zahra Maheswara, S.Psi","Designer, textile",CV Prasasta Sihotang (Persero) Tbk,Sulawesi Utara
5376693c,Yani Samosir,Proofreader,Perum Yolanda (Persero) Tbk,Riau
a73d76e9,Edison Sinaga,Higher education lecturer,PT Nashiruddin Usamah (Persero) Tbk,Jambi
092c771c,Yoga Natsir,"Engineer, communications",Perum Simanjuntak Jailani (Persero) Tbk,DI Yogyakarta
39914d8a,Titin Anggraini,Food technologist,Perum Lailasari (Persero) Tbk,Sumatera Selatan
89e4aae0,"Murti Hasanah, M.M.",IT sales professional,CV Nashiruddin,Jambi
dd60b625,"Cakrawangsa Firgantoro, S.Farm",Human resources officer,UD Damanik Kurniawan,Kalimantan Utara
31042535,Estiono Prakasa,Geochemist,UD Hutapea,Gorontalo
e377b19a,R.A. Juli Situmorang,Fish farm manager,Perum Hasanah Mulyani,Sulawesi Tenggara
6137c146,Enteng Puspita,Product/process development scientist,UD Nuraini (Persero) Tbk,Sumatera Barat
a0a7cfdf,"Tgk. Puti Riyanti, S.Psi","Engineer, drilling",PD Fujiati (Persero) Tbk,Jambi
2ec8bf4d,Intan Usamah,Gaffer,Perum Firmansyah Tbk,Kalimantan Selatan
fe0e8a90,Yuni Suryatmi,Equities trader,PD Firmansyah (Persero) Tbk,Gorontalo
db160e69,"Ana Oktaviani, S.IP",Equality and diversity officer,CV Yolanda,Sulawesi Barat
fd8854c5,Yani Gunawan,General practice doctor,PD Utama Usada (Persero) Tbk,Maluku Utara
a0bb532c,"Drs. Tania Zulkarnain, M.TI.",Occupational hygienist,Perum Nurdiyanti Prasetyo,Kalimantan Utara
b8529abb,Humaira Purwanti,Set designer,PT Sitorus,Sulawesi Tengah
