ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
2e322ea7,dr. Kemba Suwarno,Company secretary,UD Lestari Tampubolon Tbk,Kalimantan Timur
736617fe,Rina Mansur,Purchasing manager,PD Siregar,Nusa Tenggara Timur
ba86fab7,Kani Rahimah,Research scientist (life sciences),Perum Prasetya Tbk,Bengkulu
981e1153,"Yance Natsir, S.Kom",Training and development officer,CV Habibi Tbk,Bengkulu
81d40ec5,Wage Wibowo,Textile designer,PT Adriansyah (Persero) Tbk,Sulawesi Tengah
57341be1,Dr. Sakura Prastuti,Financial controller,PT Hariyah Tbk,Maluku Utara
8b8d65bc,Olivia Gunarto,Government social research officer,CV Fujiati Yolanda (Persero) Tbk,Sulawesi Tengah
801de9c0,"Dr. Calista Samosir, M.Kom.",Wellsite geologist,Perum Farida,Sumatera Selatan
b4369bab,Kawaca Permata,Financial controller,Perum Wacana Simanjuntak,Kalimantan Utara
1ff7ec74,Eja Putra,Theatre director,PD Situmorang Yolanda (Persero) Tbk,Sulawesi Utara
8436e3f4,Hairyanto Farida,"Sound technician, broadcasting/film/video",UD Kurniawan Laksita,Kalimantan Timur
99e534ca,"Farah Usada, S.Gz",Broadcast journalist,UD Susanti Padmasari,Kepulauan Riau
ab1a4439,"Taufik Wibisono, S.E.I",Research scientist (physical sciences),PD Agustina,Nusa Tenggara Barat
30c0b041,"Tgk. Kartika Mahendra, S.I.Kom",Clinical research associate,CV Prakasa,Sulawesi Tengah
8b1bb4b4,Safina Susanti,Accounting technician,Perum Uwais,Kalimantan Tengah
3942731b,Gandewa Habibi,Press photographer,PD Uwais Nugroho,Jawa Barat
d2766d09,Dacin Winarsih,Public relations account executive,PD Pangestu Suryono Tbk,Kalimantan Tengah
fbbb1d6f,Kamila Suryono,"Therapist, occupational",Perum Waskita Tbk,Jawa Barat
959480b4,Gaiman Pradana,Physiotherapist,PD Wastuti (Persero) Tbk,Bali
d8657dfc,Lintang Saefullah,Immigration officer,UD Rahmawati Dabukke,Gorontalo
74924dc5,Kayla Siregar,"Journalist, broadcasting",PD Puspita Narpati Tbk,DKI Jakarta
e8ac16c8,"Ilsa Namaga, S.Gz","Psychotherapist, dance movement",PD Yuniar Tbk,Nusa Tenggara Barat
6c5560fa,Bagus Pertiwi,Public affairs consultant,CV Hutasoit Nashiruddin Tbk,Kalimantan Tengah
f94322b7,Widya Pertiwi,Astronomer,UD Nababan Laksita,Kalimantan Barat
4c9c3940,Melinda Hasanah,Tourist information centre manager,Perum Natsir Susanti (Persero) Tbk,Maluku
bd1e28e1,Caraka Maryadi,Data scientist,PD Nuraini,DKI Jakarta
42a9d322,Kamaria Sirait,Health visitor,PT Marpaung Tbk,Jambi
e0b26492,"Ir. Elvina Mustofa, M.Farm","Accountant, chartered management",CV Halim,Kalimantan Tengah
e8a79c82,"Simon Wibisono, S.IP",Fish farm manager,Perum Rahimah Adriansyah,Kepulauan Bangka Belitung
dbc6e587,"Kardi Mustofa, S.Pt",IT trainer,PT Maheswara Lailasari Tbk,Bengkulu
bf07eb36,Jelita Mulyani,Occupational therapist,CV Pradana,Kalimantan Tengah
6ffd2164,Ir. Hamima Saefullah,"Scientist, research (life sciences)",PT Mustofa (Persero) Tbk,Sulawesi Selatan
e307dc65,Jane Mustofa,Wellsite geologist,PT Nainggolan Narpati,Sumatera Utara
0ecde85f,Drs. Irnanto Lestari,"Doctor, general practice",UD Namaga (Persero) Tbk,Kepulauan Riau
cc8b7b92,"KH. Darsirah Firmansyah, S.H.",Sport and exercise psychologist,PD Lestari Thamrin,Maluku
bc68de63,"Dr. Respati Mandasari, S.Pt",Clinical embryologist,UD Prasasta,Nusa Tenggara Timur
07f67f22,"Manah Astuti, S.Ked","Designer, graphic",Perum Firgantoro,Sulawesi Tengah
9ea00d86,Hamima Suartini,Insurance broker,PT Usada,Kepulauan Bangka Belitung
76834632,"Vanesa Riyanti, M.Pd",Colour technologist,Perum Simbolon Kurniawan Tbk,Lampung
ffb82e70,Salimah Susanti,Maintenance engineer,PD Rahmawati Hassanah Tbk,DI Yogyakarta
a7f86547,Nyana Rajasa,Analytical chemist,PT Kurniawan (Persero) Tbk,Jawa Barat
f33298c3,Dwi Maryati,Logistics and distribution manager,PD Setiawan Tbk,Aceh
2cadf5f6,Dewi Andriani,Psychiatrist,PT Thamrin Tbk,Gorontalo
982aa453,"dr. Legawa Namaga, S.IP",Ship broker,Perum Hasanah (Persero) Tbk,Jawa Tengah
37e021d5,Harsanto Iswahyudi,"Scientist, forensic",UD Suryatmi (Persero) Tbk,Maluku Utara
064679e6,"dr. Farhunnisa Suryatmi, S.IP",Illustrator,PD Kusumo,Kalimantan Utara
159f8337,Drs. Uchita Maheswara,Tour manager,PT Prayoga Samosir,Gorontalo
c8c89c0b,"KH. Teguh Namaga, M.M.",IT technical support officer,UD Yuliarti (Persero) Tbk,Sulawesi Barat
a78c976b,Damu Napitupulu,"Engineer, electrical",CV Saefullah Suartini,Sumatera Selatan
9927beac,"Drs. Darimin Firgantoro, S.Psi",Administrator,CV Iswahyudi,Jambi
72e63635,Qori Simbolon,Art therapist,PT Hidayanto Mahendra (Persero) Tbk,DKI Jakarta
13cfc1c2,Ir. Fitria Marbun,Midwife,Perum Nababan,Kalimantan Selatan
ddf1a1bb,Dr. Ratih Siregar,"Conservation officer, historic buildings",UD Gunarto Tbk,Sulawesi Utara
015f2c00,"Dr. Ulva Mangunsong, S.IP",Television floor manager,UD Purnawati Hardiansyah (Persero) Tbk,Kalimantan Timur
f4a4741d,Uda Nugroho,IT sales professional,PD Pratiwi Sudiati (Persero) Tbk,Sulawesi Utara
c3233ade,Kala Sihombing,Medical physicist,UD Thamrin Santoso Tbk,Sulawesi Tenggara
78eb4c32,Shania Gunawan,Paediatric nurse,UD Usamah Napitupulu (Persero) Tbk,Sumatera Selatan
