ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
d2276a3a,Yance Nasyiah,Lobbyist,Perum Mandasari Astuti,Jawa Tengah
1cda1549,Azalea Saputra,Airline pilot,UD Kuswandari Simbolon,Kalimantan Barat
67cd5eb9,Tira Pudjiastuti,Psychiatrist,PT Siregar Laksmiwati (Persero) Tbk,Sumatera Selatan
e0dec7de,Dodo Laksmiwati,"Psychologist, forensic",CV Prasetyo,Sulawesi Tenggara
55b31510,Warsa Mahendra,"Designer, interior/spatial",PD Saputra Dabukke,Jawa Tengah
38b7368a,Jelita Wijayanti,Community arts worker,UD Nashiruddin (Persero) Tbk,Sumatera Barat
f9e093d6,Ulya Hassanah,Air broker,CV Uwais,Sulawesi Tengah
21a33774,Jamalia Uyainah,Emergency planning/management officer,Perum Farida Kusmawati (Persero) Tbk,Nusa Tenggara Timur
429e19ce,Wani Irawan,"Investment banker, corporate",UD Hassanah Nashiruddin (Persero) Tbk,Kalimantan Selatan
d7b142bd,"Dr. Adika Nuraini, S.Gz",Theatre manager,CV Natsir Tbk,DI Yogyakarta
1c30e9b1,"Tgk. Putri Pratama, M.M.",Medical physicist,UD Hidayanto Prayoga,Gorontalo
36f6a56d,Ophelia Gunarto,"Editor, film/video",CV Usamah,Nusa Tenggara Barat
17032634,R.A. Dinda Saputra,"Pilot, airline",UD Zulaika Tbk,Kalimantan Tengah
cf62a4b6,Maida Permadi,Administrator,Perum Wastuti,Aceh
fd0ce4af,dr. Ade Sihombing,Outdoor activities/education manager,Perum Lestari Usamah,Nusa Tenggara Barat
8f6aa442,Drs. Mursita Pangestu,"Teacher, early years/pre",CV Permadi,Maluku Utara
9f036331,"Ami Pratiwi, M.Kom.","Engineer, civil (contracting)",CV Prayoga (Persero) Tbk,Sulawesi Tenggara
a1720724,"Clara Prasasta, S.Psi",Magazine features editor,PD Yulianti Tbk,Jawa Tengah
6236bd21,"T. Dasa Puspasari, M.Kom.",Town planner,CV Putra,Sulawesi Barat
625d6ef0,Budi Santoso,Insurance risk surveyor,PD Farida (Persero) Tbk,Maluku
7c340f2f,Betania Habibi,Geographical information systems officer,Perum Widiastuti Sihombing,Papua Barat
dfcdc7f1,Ami Mustofa,Careers information officer,PD Widiastuti Waskita,Sulawesi Selatan
6d975243,Puji Napitupulu,Environmental education officer,PT Agustina Hutasoit,Sulawesi Tenggara
c76cf89f,Ulva Rahayu,Chartered certified accountant,UD Dabukke Tbk,Riau
981bb27d,Dwi Maryati,Broadcast engineer,Perum Natsir Jailani,Kalimantan Selatan
