ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
7de2cf43,Padma Pradipta,Chiropodist,PD Waskita (Persero) Tbk,Kalimantan Tengah
92b445ad,Emil Hidayanto,"Investment banker, operational",CV Putra Zulaika Tbk,Kalimantan Tengah
07389031,Carla Aryani,Educational psychologist,Perum Prasetyo,Kepulauan Riau
66256dff,Setya Halimah,Tax inspector,PT Pertiwi Tampubolon,Lampung
a264439a,Viman Winarsih,"Pharmacist, community",UD Farida Kuswoyo Tbk,Bengkulu
08e8b798,"Dariati Budiyanto, S.E.",Pharmacologist,UD Wijayanti Tbk,Jambi
56f9d4a5,Ulva Salahudin,"Nurse, learning disability",PD Prabowo Tbk,Sulawesi Selatan
44d0afef,Omar Wahyuni,"Surveyor, building",Perum Siregar Dongoran,Sulawesi Utara
b95c1ee9,Bakijan Najmudin,Ranger/warden,UD Kurniawan Rajasa,Kepulauan Riau
e9ee0ef3,"Budi Hardiansyah, M.M.",Product manager,PD Susanti,Kalimantan Utara
775acbbe,Zelaya Ardianto,Data scientist,UD Purwanti (Persero) Tbk,Maluku Utara
63b7cb3b,Mustofa Suryatmi,Politician's assistant,PT Widodo Wahyuni,Bali
612df81c,R. Cager Hakim,"Psychologist, forensic",Perum Salahudin Tbk,Nusa Tenggara Barat
57d27ca3,"Hafshah Samosir, S.Farm",Planning and development surveyor,PT Handayani Mayasari Tbk,Kalimantan Utara
ac92b5a7,Restu Suwarno,Exhibition designer,PT Riyanti Tbk,Sulawesi Tengah
74da1740,"R. Eluh Wijaya, S.I.Kom",IT consultant,UD Anggraini Safitri (Persero) Tbk,Sulawesi Tenggara
5497f64f,Tiara Narpati,Civil Service fast streamer,UD Marbun Saptono,DI Yogyakarta
93c81ba8,"Nasim Maulana, S.IP",Health and safety inspector,PT Ardianto Napitupulu Tbk,Papua
f85d8e68,Paris Firgantoro,Corporate investment banker,UD Winarno Firmansyah,Maluku
68297cc0,T. Cengkir Pranowo,Forest/woodland manager,PD Marbun,Sulawesi Barat
6205cbda,Novi Nuraini,Exhibition designer,Perum Pratiwi,Sulawesi Tengah
c82c6ab3,"Victoria Yulianti, M.Farm",Environmental consultant,UD Hutagalung Tbk,Jawa Barat
2ead7274,Jayadi Waskita,Clinical embryologist,CV Prakasa,Kepulauan Riau
10dc312f,Dacin Putra,Scientific laboratory technician,PT Gunarto Tbk,Jawa Barat
85c3ece7,drg. Jasmin Hartati,Advertising account planner,UD Saptono,Kalimantan Timur
a8cbc61c,Banara Agustina,Haematologist,UD Natsir (Persero) Tbk,Kepulauan Riau
c2e0b300,"Hamzah Suryono, S.IP",Research scientist (physical sciences),PD Widodo (Persero) Tbk,Maluku Utara
86173231,Lintang Marpaung,Magazine journalist,PT Wacana Simbolon,Sulawesi Tenggara
