ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
e80bfd6f,"Rachel Wahyudin, M.Farm",Catering manager,UD Nugroho Damanik Tbk,Jambi
9379a253,Agnes Haryanto,Building services engineer,CV Mulyani (Persero) Tbk,Kalimantan Tengah
3a3a41e2,Hafshah Kusumo,Further education lecturer,UD Wibowo Tbk,Sulawesi Tenggara
6077af97,Candrakanta Andriani,"Scientist, audiological",Perum Nugroho,Sumatera Utara
715df19b,"R.A. Carla Widiastuti, M.Ak",Solicitor,PD Siregar Irawan,Maluku Utara
65c63da4,Dewi Wahyuni,"Pilot, airline",CV Astuti Marpaung (Persero) Tbk,Jawa Barat
0d560134,KH. Dartono Situmorang,Retail buyer,UD Sihotang Lestari Tbk,Bengkulu
d9a23552,"drg. Maida Hastuti, S.Ked",Purchasing manager,Perum Mardhiyah,DI Yogyakarta
7e22922f,Elvina Lestari,Minerals surveyor,UD Tampubolon Novitasari (Persero) Tbk,Jawa Timur
9a05a73c,"drg. Jarwi Novitasari, S.Ked",Hospital pharmacist,PD Uyainah (Persero) Tbk,Maluku Utara
0a9d410c,Dr. Abyasa Tamba,Geochemist,CV Aryani Tbk,Kalimantan Utara
a6083001,"Wadi Simbolon, S.Ked",Radio producer,UD Firgantoro (Persero) Tbk,Sumatera Utara
490c8f8b,Nadia Simbolon,"Psychologist, educational",Perum Marbun Kurniawan (Persero) Tbk,Maluku
76b57ef0,"Victoria Wasita, S.I.Kom","Librarian, public",PD Riyanti Tbk,Sumatera Selatan
e012fa22,Wani Siregar,Art gallery manager,PT Maryati Sudiati (Persero) Tbk,Jawa Barat
c9020f46,"Reksa Sihotang, S.Pd",Armed forces training and education officer,PD Pranowo Siregar (Persero) Tbk,Sulawesi Selatan
99fba7b8,Rini Iswahyudi,Tourist information centre manager,PT Adriansyah Dongoran,Sulawesi Barat
c59a7b30,Dimas Hartati,Mudlogger,CV Pratama,Sumatera Utara
950b55be,"R. Raisa Prasasta, S.Pt","Conservator, furniture",CV Nainggolan Waskita Tbk,Kalimantan Utara
839a0f4b,Tgk. Indra Rahimah,Building services engineer,PD Maulana Saptono (Persero) Tbk,Kepulauan Bangka Belitung
d404f7a7,"Puti Unjani Napitupulu, M.M.",Dramatherapist,UD Namaga (Persero) Tbk,Kalimantan Tengah
8f8c8956,"Kadir Maulana, S.I.Kom",Merchant navy officer,Perum Mayasari Tbk,Banten
1e3b614a,Hendra Wahyuni,Technical brewer,Perum Saputra Pradipta,DI Yogyakarta
c8a7b469,Prasetyo Megantara,Copy,CV Pertiwi Simbolon Tbk,Bali
1b94944e,Prayoga Puspita,Air broker,CV Novitasari,Maluku
dc912efb,Laras Sihombing,Brewing technologist,PT Suryatmi,Gorontalo
