ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
1701253c,Ir. Indra Mulyani,"Psychotherapist, dance movement",UD Prasetya Hartati,Kepulauan Bangka Belitung
4c3b648e,Koko Hutagalung,Equities trader,CV Simbolon (Persero) Tbk,Banten
7dc1db21,Dr. Jelita Pratama,Art gallery manager,CV Safitri (Persero) Tbk,Papua Barat
679c9ac5,"Raharja Suryatmi, S.Kom",Health physicist,PT Fujiati (Persero) Tbk,DKI Jakarta
206eac71,Jaga Tarihoran,Catering manager,PT Najmudin Tbk,DI Yogyakarta
14f363c0,Nurul Santoso,Transport planner,PT Pangestu (Persero) Tbk,Bengkulu
479e1d0d,"Dr. Cakrawangsa Simbolon, S.I.Kom",Graphic designer,CV Ramadan Siregar,Gorontalo
b25cd710,"R. Iriana Halim, S.Pd",Building surveyor,Perum Prastuti Thamrin (Persero) Tbk,Sumatera Selatan
04009da7,Maman Sudiati,Mechanical engineer,CV Hassanah Marpaung,Jawa Barat
fb6b4ad1,Ilyas Saptono,Exercise physiologist,CV Pranowo Nainggolan,Sumatera Utara
7d8dd48c,"Paiman Pangestu, S.Ked",Petroleum engineer,UD Prakasa,Kalimantan Utara
86e0e10d,"Rina Halim, M.Pd","Development worker, international aid",CV Putra,Bengkulu
38d65ee4,"Tgk. Nilam Sitompul, M.TI.",Higher education lecturer,PT Haryanti Laksmiwati Tbk,Kalimantan Utara
b634a17d,Tami Iswahyudi,Public relations officer,PT Namaga Saefullah (Persero) Tbk,Jawa Timur
6f975b1b,Cahya Firgantoro,Sports administrator,Perum Uyainah (Persero) Tbk,Kalimantan Selatan
f3b9fdd0,Dt. Drajat Wibowo,"Sound technician, broadcasting/film/video",Perum Winarsih Mangunsong,Sulawesi Selatan
ad293977,Paramita Yolanda,Herpetologist,UD Budiyanto (Persero) Tbk,Sulawesi Tengah
75b46d42,Kartika Sinaga,Hydrographic surveyor,CV Prayoga Kuswandari,Sumatera Barat
b34c2c54,Galak Situmorang,"Research officer, government",PD Siregar (Persero) Tbk,Banten
02101e04,Tgk. Dimaz Marbun,Careers adviser,PT Sihombing Sirait (Persero) Tbk,Sulawesi Selatan
6a92baeb,Puti Violet Widodo,"Chemist, analytical",Perum Rahayu Habibi,Kalimantan Selatan
8789138f,Lanjar Oktaviani,Chief Financial Officer,Perum Wacana Agustina Tbk,Kalimantan Timur
610242df,Ir. Lurhur Prasasta,Newspaper journalist,PT Nugroho Lazuardi (Persero) Tbk,Kepulauan Riau
181c0dd0,Drs. Labuh Haryanto,"Producer, television/film/video",PD Mahendra Santoso Tbk,Kalimantan Tengah
3cde0b43,Hendri Iswahyudi,"Journalist, broadcasting",PT Hartati (Persero) Tbk,Kalimantan Barat
4a604718,Gandewa Pertiwi,Brewing technologist,PD Tampubolon,Riau
