ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
9e59b983,"Cut Puput Ramadan, S.Kom",Mechanical engineer,PD Usamah,Sulawesi Selatan
54905586,"drg. Paulin Budiman, S.Pt","Surveyor, rural practice",PT Purwanti,Sulawesi Utara
00ab340b,Safina Laksmiwati,Health physicist,PT Nababan (Persero) Tbk,Nusa Tenggara Timur
f59a37ba,Sabrina Putra,English as a second language teacher,UD Sitorus Rahayu,DI Yogyakarta
cdb08221,Heru Hutagalung,Osteopath,CV Aryani Widodo,Sulawesi Utara
23c29c5e,Drs. Amelia Hardiansyah,Brewing technologist,PD Wastuti Hutapea (Persero) Tbk,Nusa Tenggara Timur
989024b3,Gawati Wastuti,Land/geomatics surveyor,PT Mandasari Sitorus,Nusa Tenggara Timur
7d8af5a7,Ratih Marbun,"Sales professional, IT",PD Habibi Simanjuntak,Sulawesi Tenggara
b6016f8f,drg. Embuh Maulana,"Surveyor, building",PT Kusmawati Pratiwi,Kalimantan Selatan
aac0b10f,Gamani Hardiansyah,Location manager,PT Maryadi Prastuti (Persero) Tbk,Kepulauan Riau
a8a1cb98,Garang Thamrin,"Administrator, arts",PT Nasyidah Mangunsong,Papua Barat
5f062f29,Pia Uwais,"Programmer, multimedia",CV Haryanto (Persero) Tbk,DKI Jakarta
a46ff855,Makara Maheswara,Academic librarian,CV Halimah Rahimah Tbk,Sulawesi Barat
0439d298,Yusuf Halim,"Engineer, chemical",UD Mardhiyah Sinaga Tbk,Sulawesi Tenggara
87f02bd5,"Artawan Maulana, S.I.Kom","Engineer, communications",PD Tamba Suryatmi Tbk,Sulawesi Selatan
1dd85f98,Vera Prakasa,"Engineer, communications",PT Halimah,Sumatera Selatan
b963f598,Padmi Suryono,"Teacher, secondary school",PD Winarsih Mardhiyah,Sumatera Selatan
c28a4552,Kania Rajata,Manufacturing systems engineer,Perum Habibi,Sumatera Utara
d39dfd6b,Puji Novitasari,Leisure centre manager,CV Setiawan Widodo,Nusa Tenggara Timur
da124acc,KH. Kalim Marbun,Colour technologist,CV Budiyanto Prasetyo Tbk,Nusa Tenggara Barat
dc888a57,Lukita Budiman,Regulatory affairs officer,UD Simbolon (Persero) Tbk,DKI Jakarta
ee63e458,Unjani Andriani,Market researcher,PD Padmasari,Sumatera Selatan
af017d75,Opung Simbolon,Architectural technologist,PD Maulana Ramadan,Sulawesi Selatan
1c8367f3,"Ir. Warji Sudiati, S.E.I",Plant breeder/geneticist,CV Kuswoyo,Kalimantan Selatan
b157eca4,Jati Maheswara,Child psychotherapist,PD Megantara Mahendra Tbk,Papua
44b79ea0,"Ciaobella Marpaung, S.Sos",Toxicologist,PT Firmansyah (Persero) Tbk,Aceh
4cff7518,Kunthara Marpaung,Race relations officer,PT Saragih,Papua
8074c2f4,Balamantri Napitupulu,Horticultural consultant,Perum Mardhiyah,Riau
5b68d6c5,Dr. Sari Laksmiwati,"Engineer, civil (contracting)",PD Safitri Kusmawati,Lampung
