ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
c711b646,Agnes Nasyiah,"Production designer, theatre/television/film",UD Nashiruddin (Persero) Tbk,Bengkulu
541561db,Kusuma Nasyidah,Maintenance engineer,Perum Wahyuni Dongoran,Sulawesi Utara
27486690,Sari Hidayanto,Geoscientist,CV Maheswara Pertiwi Tbk,Lampung
7210f648,Prasetya Setiawan,Health and safety adviser,Perum Saragih Natsir (Persero) Tbk,Kalimantan Utara
90001f1f,Karsana Rajata,"Psychotherapist, child",CV Kusumo (Persero) Tbk,Jawa Barat
293f29cc,Raden Marpaung,Research scientist (physical sciences),CV Nugroho,Papua Barat
ba85f40f,Damar Firmansyah,Photographer,PT Yuniar Tbk,Kalimantan Utara
a9074f78,"Hafshah Mustofa, S.Pd",Media buyer,Perum Hassanah (Persero) Tbk,Sumatera Barat
73e35ea7,Irma Gunarto,Retail manager,Perum Nugroho (Persero) Tbk,Jawa Barat
6e773f40,Febi Prasetya,"Engineer, drilling",Perum Wastuti,Sulawesi Utara
9699a1f8,Luthfi Napitupulu,"Pharmacist, hospital",PD Pratama Hasanah Tbk,Maluku
7b5f860b,Dina Yulianti,Interpreter,PD Usada,Bali
f10f20a1,Joko Hutasoit,"Merchandiser, retail",PD Winarsih Permadi,Kalimantan Utara
a8792522,Diana Hakim,Lawyer,PT Pranowo Astuti,Kepulauan Riau
8a98ad32,Aslijan Latupono,"Teacher, secondary school",UD Yuniar Astuti (Persero) Tbk,Kalimantan Barat
7c8de002,Slamet Hakim,Camera operator,Perum Marpaung,Papua Barat
65acb014,"Tgk. Mitra Pranowo, S.H.",Public affairs consultant,CV Budiman (Persero) Tbk,Gorontalo
d6cd729b,Jelita Prabowo,Psychotherapist,UD Sitorus Pradipta,Jawa Tengah
a9f750f0,Jaswadi Mayasari,"Horticulturist, amenity",CV Prabowo,Bengkulu
877daf60,Puti Winda Pudjiastuti,Records manager,CV Hutapea Adriansyah,Maluku Utara
2f443de6,drg. Hamima Kuswoyo,Counsellor,Perum Najmudin,DKI Jakarta
f8249a9f,"R.A. Humaira Prasasta, S.Ked",Barista,PD Marbun Tbk,Gorontalo
6144dae5,Darmana Sitompul,"Designer, multimedia",Perum Yuliarti Mandala,Kalimantan Utara
4a83ed11,"Gatra Waluyo, S.E.",Local government officer,Perum Dabukke Pudjiastuti,Sumatera Utara
c7fa57a5,Dina Hartati,"Psychotherapist, child",UD Kurniawan,Sulawesi Barat
a786eca8,"Ir. Gabriella Lazuardi, S.Ked","Nurse, learning disability",CV Prasetyo Rajata,Jawa Barat
527702e3,"Mutia Rahmawati, M.M.",Production manager,Perum Yolanda Tarihoran (Persero) Tbk,Nusa Tenggara Timur
eb2f68e6,"T. Okta Manullang, S.Ked",Economist,Perum Mahendra Hastuti,Sulawesi Barat
9da72fc1,Indra Tarihoran,Software engineer,PT Dongoran Natsir,Banten
99611885,"Dariati Andriani, S.Sos",Insurance account manager,PT Prabowo Tbk,Jawa Timur
b2071cf6,Nadia Hidayat,Tourist information centre manager,UD Purnawati (Persero) Tbk,Kalimantan Utara
a2cfc978,Violet Sihombing,"Social research officer, government",UD Nugroho Prabowo,Kalimantan Utara
5ca9465d,Mulyanto Najmudin,"Programmer, applications",Perum Sudiati Zulkarnain Tbk,Jawa Timur
ef194535,Banawa Mandasari,Geophysicist/field seismologist,CV Halim Hidayanto,Sulawesi Barat
40069b49,Lidya Sihotang,"Administrator, sports",PD Widiastuti,Sulawesi Barat
21da11eb,"R. Queen Rahayu, M.Ak",Multimedia specialist,UD Dongoran Ardianto,Lampung
3dcac3d3,Cakrajiya Sihotang,"Engineer, automotive",PD Sudiati,Sulawesi Tenggara
cb1b7048,Ratna Yulianti,Leisure centre manager,PD Permadi,Sulawesi Utara
d205563c,dr. Ciaobella Santoso,"Engineer, water",CV Wacana Tbk,Nusa Tenggara Barat
f61ba9bb,Mahesa Damanik,Lobbyist,CV Winarno Tbk,Kalimantan Barat
2eaa9263,"Drs. Karimah Samosir, S.E.","Engineer, land",PD Anggraini Sinaga,Jawa Barat
af8448bc,R.A. Diana Siregar,Animal nutritionist,PD Kuswandari Kuswoyo (Persero) Tbk,Sumatera Barat
0c56c249,Raihan Handayani,Radio broadcast assistant,PD Latupono,Kepulauan Riau
6c54d079,Gasti Pudjiastuti,Professor Emeritus,PT Hidayat Pertiwi (Persero) Tbk,Papua Barat
ea9945cb,KH. Jindra Usamah,Arts administrator,UD Maryati,Lampung
051bf16d,Eka Riyanti,Advice worker,CV Saputra (Persero) Tbk,Nusa Tenggara Barat
0f18c936,Nadine Pudjiastuti,Social researcher,UD Wahyuni Lazuardi,Nusa Tenggara Barat
9d031235,Drs. Eva Sirait,"Programme researcher, broadcasting/film/video",PT Yuniar Tbk,Nusa Tenggara Barat
f42614b1,Irma Usamah,Dispensing optician,UD Santoso Haryanto (Persero) Tbk,Sulawesi Tenggara
898adff6,Adika Mandasari,Production engineer,Perum Widiastuti Tbk,Kalimantan Selatan
eff46c8e,Saiful Hutasoit,"Engineer, automotive",PT Budiman Hutapea,Jawa Timur
e33ecb17,Ella Yolanda,Water quality scientist,PD Winarsih Setiawan Tbk,Nusa Tenggara Timur
a426c4d2,"R. Irma Suartini, S.Pd",Amenity horticulturist,CV Zulaika (Persero) Tbk,Maluku
9a924221,Radit Gunawan,Risk manager,UD Mandasari Wastuti,Papua
ab579fb0,Kania Lazuardi,Artist,Perum Kuswandari,Kepulauan Riau
f1e74eed,Prakosa Lestari,"Journalist, broadcasting",PD Usada,Kalimantan Selatan
8558f023,Estiawan Anggraini,"Engineer, petroleum",UD Rajata Wasita Tbk,Jawa Timur
6cb6e212,Kayun Adriansyah,Futures trader,CV Prastuti Tbk,Maluku
ee862de2,Oliva Manullang,"Engineer, broadcasting (operations)",Perum Setiawan Tbk,Sulawesi Selatan
e22b4e77,Kajen Wibowo,Environmental manager,Perum Saputra,Jawa Tengah
1029fb43,Hj. Safina Haryanto,"Surveyor, minerals",UD Sirait Manullang,Nusa Tenggara Barat
ad0ed317,Drs. Cakrajiya Kusumo,Call centre manager,PT Ramadan Hidayanto,Kalimantan Timur
4db7cd7b,Cakrabirawa Sihotang,Medical illustrator,PT Safitri (Persero) Tbk,Kalimantan Utara
1a090d46,Siti Tampubolon,Electronics engineer,CV Sirait Nugroho Tbk,DI Yogyakarta
4b53b5f9,Wani Hasanah,"Scientist, forensic",CV Najmudin (Persero) Tbk,Kepulauan Riau
d9279b9b,"Ilsa Laksita, M.Farm","Administrator, education",UD Hartati Kurniawan,Riau
31d4325b,"Ayu Purnawati, S.Sos",Trade mark attorney,PD Ardianto,Kalimantan Barat
