ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
9c2429aa,dr. Xanana Suwarno,Occupational hygienist,PT Riyanti (Persero) Tbk,Nusa Tenggara Barat
cbb872b2,"Gaiman Rahmawati, S.Ked",Further education lecturer,UD Thamrin Hidayanto,DKI Jakarta
694dd1ff,Bala Latupono,Brewing technologist,PD Salahudin Sitompul Tbk,Kalimantan Selatan
5ad87d65,Lanang Tarihoran,Control and instrumentation engineer,PT Hassanah Kuswandari,Riau
6d1ce1da,Ophelia Hasanah,Call centre manager,PD Hidayat Mulyani (Persero) Tbk,Bengkulu
adbf53b1,Caraka Permadi,Network engineer,CV Sihombing Waskita Tbk,Kepulauan Riau
83750884,"Yance Zulkarnain, S.Gz",Bonds trader,Perum Hutagalung Lazuardi (Persero) Tbk,Jawa Timur
703c9824,Ir. Kawaya Lailasari,Best boy,PD Mansur Suryatmi,Kalimantan Utara
9089d557,Dalimin Siregar,Chief of Staff,CV Setiawan,Maluku Utara
b5c0a0a2,Intan Hasanah,International aid/development worker,PT Kuswoyo (Persero) Tbk,Riau
528d3e45,Ade Saragih,Records manager,UD Widodo Habibi Tbk,Sumatera Utara
f8864a92,Rachel Nasyiah,"Administrator, local government",Perum Budiyanto Rahimah (Persero) Tbk,Bali
e19e6298,Dodo Pratiwi,Ergonomist,PD Halim,DKI Jakarta
722506a1,Maimunah Rahmawati,Film/video editor,UD Agustina Yulianti (Persero) Tbk,Kepulauan Riau
0846a6e6,"Wakiman Melani, M.Farm",Musician,PT Pradipta Hardiansyah,Papua Barat
d265933f,Kani Kuswandari,Commercial/residential surveyor,PT Lailasari,Nusa Tenggara Timur
7e3194a5,KH. Atma Nasyiah,"Engineer, mining",UD Sihombing Samosir (Persero) Tbk,Sulawesi Utara
bd817114,"drg. Michelle Maulana, S.Sos",Video editor,Perum Wibowo Andriani,Sulawesi Selatan
dc61e523,Kenzie Dongoran,"Engineer, technical sales",PT Oktaviani (Persero) Tbk,Kalimantan Selatan
fbd1cf29,Talia Prakasa,Research scientist (physical sciences),UD Jailani,Sulawesi Tengah
b9725e21,Jessica Permata,Oceanographer,PD Rajasa,DI Yogyakarta
07c652ba,Limar Mahendra,Industrial/product designer,PT Prakasa Narpati (Persero) Tbk,Kalimantan Selatan
