ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
3993fa8e,Okto Permata,Fast food restaurant manager,UD Laksmiwati Firmansyah (Persero) Tbk,Bengkulu
051fcee7,Melinda Ardianto,Biomedical scientist,PD Kurniawan Wibisono (Persero) Tbk,Papua
223edc9d,Asman Nasyiah,Advertising account executive,Perum Rajasa,Papua
992f8c2b,Unjani Maulana,"Pilot, airline",UD Namaga Tbk,Maluku
9df9a5d9,Cakrawangsa Yolanda,Operations geologist,PT Hassanah Prasetya (Persero) Tbk,Sulawesi Tengah
8fee1941,Gada Putra,Writer,Perum Astuti Ardianto (Persero) Tbk,Lampung
28675839,Arta Safitri,"Scientist, product/process development",PD Rajasa Tbk,Kalimantan Utara
f698db19,Qori Yolanda,Computer games developer,CV Widiastuti Tbk,Kalimantan Timur
e14873f1,Baktiadi Sirait,Legal executive,Perum Saputra Situmorang,Sumatera Barat
d36bb291,Salimah Hariyah,Physiological scientist,UD Marpaung Waskita,Kepulauan Riau
babbe646,"Dr. Nurul Marpaung, S.Ked",Music therapist,UD Hardiansyah Prakasa,Kalimantan Timur
a451abb6,"Kasim Mangunsong, M.Kom.",Heritage manager,CV Fujiati Tbk,Banten
e225fa4e,Mala Maryadi,Research scientist (medical),UD Mayasari Lestari Tbk,Sulawesi Tengah
4f363498,"R.A. Ratna Wahyuni, S.I.Kom","Designer, ceramics/pottery",CV Nasyidah Tbk,Aceh
32475d06,dr. Makara Agustina,"Engineer, maintenance (IT)",PT Waluyo Wijaya,Papua
3e313a42,Joko Gunarto,Insurance broker,PD Sihombing Natsir,Riau
f9ee5ef8,Jumari Melani,Film/video editor,PD Permata Habibi (Persero) Tbk,Kalimantan Barat
3b3365d2,Asmadi Siregar,"Engineer, structural",UD Wibisono Marbun,Sulawesi Barat
da7af7c6,"Cindy Hakim, S.E.","Biochemist, clinical",CV Lazuardi (Persero) Tbk,Banten
14b9f571,Drs. Cahyo Saptono,Haematologist,UD Winarsih Ramadan (Persero) Tbk,Maluku
86ce7cbb,"Hj. Suci Latupono, S.IP",Barrister's clerk,PT Pradipta,Sulawesi Selatan
dd393104,Eli Agustina,Actuary,UD Palastri,Jawa Timur
bf0d5c73,"Drajat Salahudin, S.Pt",Retail merchandiser,UD Prabowo Tbk,Kalimantan Tengah
cc4d3cdc,Najwa Saptono,Clinical research associate,UD Maryati Pangestu (Persero) Tbk,Sumatera Barat
f9a700a2,Kania Wijayanti,Tax inspector,UD Suryatmi Megantara (Persero) Tbk,Bali
d1fcc4c5,Victoria Uyainah,Research scientist (maths),CV Oktaviani Usada,Sulawesi Utara
d84b8b56,"Puti Calista Palastri, M.Kom.","Designer, exhibition/display",PD Saefullah Tarihoran (Persero) Tbk,Jawa Barat
586b8573,"Cahyono Sitompul, M.Ak",Armed forces training and education officer,PT Setiawan (Persero) Tbk,Nusa Tenggara Barat
2d0dfb8f,Wasis Astuti,"Designer, jewellery",UD Melani,Jawa Tengah
86061217,Maya Situmorang,Advertising account executive,PT Mansur Permata (Persero) Tbk,Riau
91d4e674,Omar Mandasari,"Teacher, early years/pre",UD Nasyiah,Kalimantan Timur
05d2961b,Pranawa Mustofa,Media buyer,CV Hastuti,Jawa Tengah
00a55329,Sutan Timbul Siregar,Estate manager/land agent,CV Wasita Zulaika (Persero) Tbk,Kalimantan Selatan
e53130d7,Almira Simbolon,"Exhibitions officer, museum/gallery",PT Mustofa Uyainah,Banten
6bd5b86f,"drg. Mahmud Sinaga, S.Gz",Interpreter,PT Suryono Rahimah Tbk,Nusa Tenggara Barat
784aeeb4,Panca Rahimah,Tax adviser,PT Palastri (Persero) Tbk,Kalimantan Tengah
2f6b1c76,Jessica Maryadi,Fitness centre manager,PT Sitompul,Gorontalo
fde4fc58,"Drs. Jasmani Lazuardi, M.Farm",Financial controller,PD Wibowo Simanjuntak Tbk,Sumatera Selatan
f98759ec,Ir. Maryadi Hutapea,"Scientist, research (maths)",PD Rahimah (Persero) Tbk,Lampung
01f7ad93,"Argono Utami, M.Pd",Broadcast journalist,CV Pratama,Sulawesi Utara
63607716,"Umi Narpati, M.Ak",Control and instrumentation engineer,Perum Lestari Rajasa Tbk,Jawa Timur
d863be56,drg. Salimah Anggriawan,Network engineer,PT Ardianto Astuti,Sulawesi Tenggara
bf4c07dd,"Ellis Pertiwi, S.E.I",Museum/gallery conservator,CV Mustofa,Jawa Timur
bd0e0a6c,Ina Simbolon,Market researcher,PD Hidayanto Anggriawan Tbk,Papua Barat
e0db96b2,Cakrawangsa Agustina,Restaurant manager,CV Saptono,Sulawesi Utara
1e4bc23c,Dt. Anggabaya Rajasa,Applications developer,PT Suryono Januar,Sulawesi Selatan
baf1ecbb,Hj. Julia Dabukke,Engineering geologist,Perum Mardhiyah,Lampung
20e59d08,Hana Mansur,Barista,PT Utami Najmudin Tbk,Sulawesi Tenggara
52ad864f,Umi Winarsih,Geophysicist/field seismologist,UD Saptono Maheswara,Nusa Tenggara Barat
fe4800bf,Ami Usada,"Psychotherapist, child",CV Pradipta Winarno Tbk,Papua Barat
3c84d20a,Taswir Nababan,Engineering geologist,CV Widodo Marpaung Tbk,Kepulauan Riau
c2e77fa7,"Drs. Icha Uyainah, S.E.",Architect,PT Hartati,Kalimantan Tengah
c22e6194,Drs. Rahayu Rahimah,Make,UD Jailani Nababan Tbk,Kalimantan Selatan
cc989763,"Purwa Uwais, S.Pt",Research scientist (physical sciences),UD Kusmawati Susanti,Papua Barat
c7757e2f,"Dr. Zulaikha Manullang, S.Gz",Environmental manager,CV Maheswara Tbk,Riau
de9bc8ce,"Dt. Jasmani Marbun, S.Ked","Scientist, research (medical)",PD Tamba Wastuti,Jawa Tengah
ef059dfc,Paramita Zulkarnain,Television floor manager,CV Kusumo Susanti (Persero) Tbk,Kalimantan Timur
368a6fe3,Lidya Usada,Insurance claims handler,PT Marpaung,Kalimantan Timur
afda6025,"Jais Mardhiyah, S.E.I",Housing manager/officer,Perum Agustina Mustofa,Papua
76ccb86d,"Atmaja Thamrin, S.Sos",Dealer,Perum Thamrin Tbk,Bali
a45d3514,Dt. Jayeng Siregar,Fast food restaurant manager,CV Ramadan Yuniar Tbk,Kepulauan Bangka Belitung
4769aafc,H. Dadi Dongoran,Chartered loss adjuster,PD Dabukke Sihombing,Jawa Timur
97d4cdaa,"Malika Mustofa, S.Kom",Lawyer,CV Gunawan Safitri (Persero) Tbk,Sumatera Utara
dff2fcad,Lukman Wacana,"Therapist, nutritional",CV Setiawan Wasita (Persero) Tbk,Lampung
06a54cbc,Ida Prasetyo,Visual merchandiser,UD Dongoran Yuniar Tbk,Sulawesi Utara
fd71a170,Ir. Daliman Usada,Investment analyst,PD Hidayat Natsir,Nusa Tenggara Barat
e7dd6440,Emin Iswahyudi,Early years teacher,PT Widiastuti (Persero) Tbk,Lampung
74d87f2d,Dono Winarsih,Building control surveyor,PD Riyanti Adriansyah Tbk,Bengkulu
1397e1e1,Cinthia Lailasari,Counselling psychologist,Perum Hutasoit Sirait Tbk,Gorontalo
4638dbe5,Lega Halimah,"Conservator, furniture",UD Wulandari,Lampung
380a7339,"Kamaria Nurdiyanti, S.I.Kom",Personnel officer,PD Wacana Yuniar (Persero) Tbk,Jawa Timur
3059b081,Harjo Rahmawati,Information systems manager,PT Puspasari,Riau
2fa6d6d5,"Ir. Tari Siregar, S.E.",Industrial buyer,UD Nainggolan Rahmawati (Persero) Tbk,Kalimantan Selatan
425a371d,Kasim Saragih,Management consultant,PD Saragih Halim,Sumatera Selatan
34f07ce7,Margana Laksita,Osteopath,PT Pradipta Mayasari (Persero) Tbk,Banten
73b973c3,Unggul Firgantoro,Herbalist,PD Mangunsong,Sumatera Barat
6e7a5b5e,Luwar Hutasoit,Farm manager,UD Pertiwi,Sulawesi Tenggara
2a091954,Dewi Suwarno,"Embryologist, clinical",UD Hariyah Mulyani,Aceh
1455933d,"R. Yunita Zulaika, S.Sos",Higher education careers adviser,UD Wacana Nainggolan,Kepulauan Riau
32e097f3,"Ismail Sirait, M.Pd","Therapist, horticultural",PD Wacana Suryono (Persero) Tbk,Kalimantan Utara
9ce19c1b,Maya Simanjuntak,Bonds trader,Perum Pradana,Papua
fd21d1f4,Mumpuni Haryanto,"Engineer, agricultural",PT Wacana,Kepulauan Riau
f89a628c,Citra Setiawan,Ship broker,PT Mustofa Usada,Aceh
9c6ba772,Melinda Jailani,Research scientist (medical),UD Kusmawati Suryatmi Tbk,Kepulauan Riau
9433b63e,Eka Narpati,Merchant navy officer,CV Puspasari Farida Tbk,Jawa Barat
4564104f,Ilyas Rahimah,Actor,UD Simanjuntak Tbk,Sumatera Selatan
d4a35133,Ganep Marpaung,Glass blower/designer,CV Yolanda Kuswandari Tbk,Banten
1cbbb905,Kamila Pranowo,Nature conservation officer,PD Laksita (Persero) Tbk,Kalimantan Barat
546addfa,T. Among Dongoran,Forest/woodland manager,CV Maheswara Lazuardi (Persero) Tbk,Aceh
57c0a50e,Bahuraksa Sudiati,"Scientist, clinical (histocompatibility and immunogenetics)",CV Yolanda,Jambi
60cbacd8,Puti Vicky Mangunsong,"Journalist, newspaper",PT Tarihoran,Papua
db7eae75,Gilda Dabukke,Speech and language therapist,UD Pratiwi,Kalimantan Utara
a30fdc1c,"Hj. Humaira Riyanti, M.Farm",Press photographer,CV Ardianto Tbk,Kalimantan Barat
ddc463f8,Argono Palastri,Fast food restaurant manager,UD Megantara Putra,Sulawesi Selatan
93b942d6,Zelda Laksita,Patent examiner,PT Wijayanti (Persero) Tbk,Kalimantan Utara
f4e5de08,Ozy Wasita,English as a foreign language teacher,UD Tarihoran Tbk,Sulawesi Selatan
003a677b,"Galang Halimah, S.Sos","Conservator, furniture",PT Yolanda Narpati Tbk,DI Yogyakarta
e3228ffb,Bagya Laksita,"Accountant, chartered public finance",Perum Winarsih Usada,Sumatera Utara
bd3822c6,Daliono Nuraini,Outdoor activities/education manager,Perum Ramadan (Persero) Tbk,Sulawesi Tenggara
d195e3d7,Rachel Rajasa,Event organiser,Perum Habibi Siregar Tbk,Kepulauan Bangka Belitung
a1f13247,Shakila Megantara,Chartered loss adjuster,UD Siregar Sudiati,Nusa Tenggara Timur
1bf48f80,Harjasa Mustofa,"Surveyor, quantity",UD Yuliarti Maryati (Persero) Tbk,Sulawesi Barat
6cfb0244,Dr. Azalea Hutasoit,Civil Service fast streamer,CV Uyainah (Persero) Tbk,Jambi
