ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
d1f9fca6,"Johan Prastuti, S.T.","Journalist, newspaper",UD Mahendra Mansur,Sulawesi Utara
1d13917a,Lili Rahayu,"Designer, blown glass/stained glass",PT Tampubolon Mangunsong,Banten
c756df0d,Ghaliyati Wijayanti,Geophysical data processor,UD Lailasari,DKI Jakarta
ba76d407,"Jaga Andriani, M.Ak","Librarian, academic",UD Wastuti Saragih,DKI Jakarta
6af3431a,"R.M. Kayun Sudiati, M.TI.",Aeronautical engineer,PD Prabowo,Lampung
93601168,Ayu Nuraini,Race relations officer,PT Novitasari,Bengkulu
cce11adc,Eka Winarno,Risk analyst,UD Prayoga Sitorus Tbk,Sulawesi Selatan
87a6de9b,Kemba Mahendra,Merchant navy officer,PD Palastri (Persero) Tbk,Kepulauan Bangka Belitung
ba259932,Dr. Rizki Sihombing,Medical secretary,PT Pranowo Siregar (Persero) Tbk,DI Yogyakarta
b69b65b5,Vivi Tarihoran,Ambulance person,PD Prayoga Firgantoro,Sulawesi Tengah
21bba21b,Sutan Garan Halimah,Psychiatrist,UD Suartini Widiastuti,Kalimantan Timur
c6913d43,Hana Putra,Early years teacher,CV Wasita Prastuti (Persero) Tbk,Lampung
19528279,Rahayu Wibisono,Senior tax professional/tax inspector,UD Nurdiyanti,Bengkulu
9e4a4e3f,Kadir Halim,Higher education careers adviser,UD Andriani Salahudin Tbk,Jawa Timur
5bfd6782,Septi Nasyiah,"Engineer, biomedical",PD Uwais (Persero) Tbk,Kepulauan Bangka Belitung
f07d26af,Adinata Santoso,"Designer, industrial/product",CV Prasasta (Persero) Tbk,Papua
4dab82e6,"Amalia Prasasta, M.M.",Computer games developer,UD Halimah,Jawa Barat
bec55987,Kamila Purnawati,Quality manager,PD Hassanah Gunarto,Gorontalo
563f4931,Gasti Hutagalung,Pathologist,PD Aryani,Nusa Tenggara Barat
f34d0198,dr. Ade Sihombing,Charity fundraiser,PD Sihombing Rahayu Tbk,Bengkulu
c44da2af,Himawan Wijayanti,Exhibition designer,UD Suwarno,Bali
2167b3d9,Dr. Farah Nasyiah,Careers adviser,UD Hutasoit,Sulawesi Utara
f02ceb48,"T. Muhammad Mandala, S.T.",Holiday representative,Perum Fujiati,Sulawesi Tengah
df91581f,Garda Uyainah,Diagnostic radiographer,UD Utami,Sumatera Utara
e00fc3fb,drg. Kurnia Haryanti,Child psychotherapist,PD Kuswandari,Aceh
