ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
9d49ee96,"Paris Saragih, S.E.","Surveyor, insurance",PT Pudjiastuti,Papua
df218efe,Calista Dabukke,"Pilot, airline",PT Nasyidah Melani,Nusa Tenggara Barat
f4035adc,dr. Najam Sitompul,"Librarian, public",UD Firgantoro Maryadi Tbk,Jawa Tengah
77e42d68,Michelle Hidayat,Research scientist (life sciences),UD Zulkarnain Suryatmi (Persero) Tbk,Jawa Barat
835f9216,Panca Nasyidah,Chartered management accountant,CV Nuraini,Maluku Utara
847151ae,Yahya Yuniar,"Geologist, wellsite",CV Hartati (Persero) Tbk,Kepulauan Bangka Belitung
68715042,Janet Samosir,"Administrator, local government",PD Hariyah (Persero) Tbk,Kepulauan Riau
9fc9062d,Suci Utami,Diplomatic Services operational officer,PT Purwanti Handayani Tbk,Kepulauan Bangka Belitung
cbacccd9,Zahra Susanti,Television/film/video producer,PD Mustofa Najmudin Tbk,Gorontalo
d16b4306,Joko Sihombing,Scientific laboratory technician,PT Farida,Kepulauan Riau
60cf2c26,Tami Tamba,"Biochemist, clinical",PT Nasyiah Utama (Persero) Tbk,Papua Barat
32a029d8,"Emas Thamrin, M.Farm","Teacher, adult education",Perum Winarsih Suwarno,DI Yogyakarta
9734afbb,"Laila Tarihoran, S.Gz",Medical secretary,PD Mahendra (Persero) Tbk,Kalimantan Selatan
28347123,Ivan Adriansyah,Risk manager,Perum Farida,Kalimantan Selatan
ce97b48c,Nova Sihombing,"Embryologist, clinical",PT Sitompul,Nusa Tenggara Barat
72283cf4,Hj. Kani Saputra,Training and development officer,UD Lazuardi Riyanti (Persero) Tbk,Maluku
577be11b,Diana Tamba,Minerals surveyor,PT Purnawati Halim,Lampung
b2b01cd4,"R.A. Jane Winarno, S.Sos","Engineer, chemical",PD Thamrin Prastuti,Sulawesi Selatan
57ccd7de,Ika Dongoran,Race relations officer,UD Napitupulu,Kalimantan Selatan
245c5a05,Salwa Puspasari,Lawyer,PT Pudjiastuti,Nusa Tenggara Barat
89e53a03,Prabawa Santoso,"Scientist, research (physical sciences)",PD Sihombing Setiawan,Jawa Tengah
870033bf,Yance Halim,Agricultural engineer,PT Mayasari Maryadi,Nusa Tenggara Timur
75585ef6,"Tgk. Yani Uwais, M.Ak",Quantity surveyor,PD Nugroho,DKI Jakarta
17214aeb,Zulaikha Simbolon,"Doctor, general practice",PT Maryadi Maryati (Persero) Tbk,Sulawesi Selatan
1ec6e3da,R. Dian Yulianti,Games developer,PT Saptono,Bengkulu
083ff9e7,Patricia Nababan,Glass blower/designer,PT Hutasoit,Banten
d410bc65,Estiawan Hakim,"Doctor, hospital",PT Hutapea,Jambi
301290d3,Bagya Novitasari,Administrator,Perum Budiyanto Tbk,Kepulauan Bangka Belitung
26aff4ab,Jamil Wijayanti,Amenity horticulturist,Perum Saptono Prasetya,Sulawesi Barat
d6f28822,Drs. Cemplunk Nurdiyanti,Immunologist,UD Sinaga Hardiansyah,Sumatera Selatan
6c3cbdab,Violet Megantara,Communications engineer,UD Tamba,Sumatera Utara
2adbc484,Paiman Situmorang,"Civil engineer, contracting",CV Gunawan Mahendra,Kalimantan Selatan
3ff5b981,Gilda Halim,Adult guidance worker,CV Puspita Simbolon (Persero) Tbk,Maluku Utara
d8e55c3c,Ella Hasanah,"Therapist, music",CV Lazuardi Winarsih Tbk,Sumatera Utara
dfc494ce,"drg. Nurul Hassanah, M.Farm","Psychologist, sport and exercise",UD Oktaviani,Kepulauan Bangka Belitung
3e0dbd16,Cecep Ramadan,Systems developer,CV Suryono Tbk,Papua Barat
3e1e0760,Cawisadi Hasanah,Aeronautical engineer,PD Wijaya Safitri (Persero) Tbk,Bali
38f27d4e,"R. Edison Haryanto, S.Psi","Programmer, applications",PT Puspita,Sumatera Selatan
4829cecf,Dr. Yulia Yuniar,Administrator,CV Mandala (Persero) Tbk,Aceh
9251bda3,Putri Handayani,Equality and diversity officer,PD Zulkarnain Simbolon (Persero) Tbk,Kalimantan Tengah
be04f5e9,"Diah Pertiwi, S.Kom","Designer, jewellery",CV Laksita Maulana,Bali
af60fee4,"dr. Warsita Saptono, S.Farm",Forensic psychologist,PT Palastri Mahendra (Persero) Tbk,Nusa Tenggara Barat
6868eca0,Darimin Saptono,"Biochemist, clinical",PD Namaga Tbk,Nusa Tenggara Timur
6ab4b290,Kanda Sihombing,Mudlogger,UD Hasanah (Persero) Tbk,Papua Barat
f761eaaf,Ajimin Widodo,Advice worker,CV Maheswara (Persero) Tbk,Sulawesi Selatan
e41517be,Darmana Siregar,Brewing technologist,PT Saragih Damanik,Papua Barat
1746de6d,Devi Narpati,Airline pilot,UD Prasetya Rahmawati,Sulawesi Barat
969080d7,Vero Nurdiyanti,Gaffer,Perum Pudjiastuti Lazuardi,DI Yogyakarta
94da9b88,Ghani Usada,International aid/development worker,Perum Jailani (Persero) Tbk,Sumatera Utara
bd936f6e,Iriana Ardianto,"Psychotherapist, dance movement",PD Nashiruddin,Maluku
bf520668,"R. Cawisadi Kurniawan, S.Sos",Arts administrator,PD Budiman,Sulawesi Tenggara
22c0c62d,Siska Pudjiastuti,Education administrator,PT Hassanah Suryatmi (Persero) Tbk,Nusa Tenggara Barat
174f8438,"Amelia Iswahyudi, S.Pt","Runner, broadcasting/film/video",PT Firgantoro,Bengkulu
82a1fadd,Safina Wahyuni,"Presenter, broadcasting",UD Anggraini,Kepulauan Bangka Belitung
ac8d8257,Amalia Marpaung,Marketing executive,Perum Permata Puspasari,Jawa Barat
803e6201,Vinsen Lailasari,Set designer,CV Gunarto Yulianti,Kalimantan Selatan
8e33bc16,Intan Ramadan,Retail merchandiser,Perum Hariyah (Persero) Tbk,Nusa Tenggara Barat
d079354f,Vivi Pradana,"Designer, television/film set",PT Nababan (Persero) Tbk,Maluku Utara
268d90ff,"Ir. Rudi Budiman, M.Kom.","Scientist, physiological",PT Natsir,Kalimantan Barat
2ee19d99,"Dt. Cahyono Aryani, S.E.","Therapist, speech and language",Perum Aryani Anggraini Tbk,Lampung
07da33ff,Chelsea Najmudin,"Clinical scientist, histocompatibility and immunogenetics",Perum Nasyidah Palastri (Persero) Tbk,Nusa Tenggara Barat
a3bfe1b4,Unjani Salahudin,Barrister's clerk,CV Mustofa Prasasta (Persero) Tbk,Jawa Timur
f1476a4d,Gamblang Laksita,Photographer,PD Maryadi,Banten
8d7bfeb4,"Hilda Riyanti, S.Gz",Clothing/textile technologist,Perum Nurdiyanti Mardhiyah,Sulawesi Tenggara
71bccb51,Laila Maryadi,Careers adviser,PD Sihombing Sihotang Tbk,Nusa Tenggara Barat
decc34dd,"R.A. Uli Hassanah, S.Pt",Music therapist,UD Padmasari Aryani,Sulawesi Utara
8840ecac,"Halima Pudjiastuti, S.T.",Estate manager/land agent,PD Firmansyah (Persero) Tbk,Bali
d9a495ac,Wani Utama,Building services engineer,Perum Adriansyah (Persero) Tbk,Kepulauan Bangka Belitung
64a999cd,Hj. Salsabila Laksita,Accounting technician,Perum Prasetyo Irawan,Banten
4a6bde19,Ir. Kamal Hidayat,Merchant navy officer,UD Wahyuni Nugroho,Maluku
