ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
40a8560d,"R. Latika Kuswandari, S.H.",Veterinary surgeon,CV Safitri Padmasari,Jawa Timur
cd91b56f,"Septi Ardianto, S.Gz","Loss adjuster, chartered",PD Sihombing (Persero) Tbk,Gorontalo
dabcb5b5,drg. Gamani Halim,"Doctor, hospital",Perum Ramadan Safitri,Papua Barat
311d293e,Raden Hutasoit,Secretary/administrator,Perum Megantara (Persero) Tbk,Nusa Tenggara Timur
c32ebc45,Halima Wulandari,Multimedia specialist,PD Sihombing Pertiwi,Papua
7dbdd7a4,Rafi Suryatmi,Public house manager,PD Adriansyah Laksmiwati,DKI Jakarta
b4f36676,"Ir. Shania Suartini, S.Pt",Retail merchandiser,PT Novitasari Hastuti Tbk,Jambi
e77dc5c4,"Agnes Hariyah, M.TI.",Medical technical officer,PT Nashiruddin Padmasari,Nusa Tenggara Timur
31e53680,"Dr. Luluh Purnawati, S.I.Kom","Scientist, research (medical)",PD Anggriawan (Persero) Tbk,Papua
b3a8259a,Qori Nasyiah,Clinical cytogeneticist,CV Yolanda (Persero) Tbk,Kalimantan Barat
90da9ee4,"Sutan Irnanto Latupono, M.Farm",Data processing manager,PD Prastuti,Jawa Timur
bcf897bb,Dr. Hesti Waskita,"Engineer, technical sales",CV Saragih Tbk,Aceh
b91fdd38,Sabar Wijayanti,International aid/development worker,PD Hutagalung Setiawan,Kepulauan Bangka Belitung
e45d6a14,"Sutan Prayoga Sitorus, S.Psi",Sales promotion account executive,Perum Mustofa Purnawati (Persero) Tbk,Sulawesi Barat
87a29180,Yance Simbolon,Product designer,PT Pertiwi Pudjiastuti,Jawa Timur
33abddb1,Bella Wibisono,"Teacher, music",PD Yulianti Nasyidah Tbk,Bali
150ef251,Teddy Haryanti,"Research officer, government",PT Waskita Lazuardi,Kalimantan Tengah
5cc23a06,Lulut Prakasa,"Sales professional, IT",UD Nainggolan Sitompul Tbk,Sulawesi Tengah
58659faa,Kamidin Oktaviani,Clinical molecular geneticist,Perum Riyanti,Sumatera Selatan
4383fc8d,Cahyanto Haryanto,Curator,Perum Sitorus Prakasa,Banten
b8f49405,Among Sihombing,"Scientist, biomedical",UD Ramadan (Persero) Tbk,Kalimantan Timur
3f73fd47,"R.M. Tomi Pertiwi, M.Ak",Horticultural consultant,UD Safitri (Persero) Tbk,Banten
0f19ccea,Baktiadi Mandasari,Occupational therapist,UD Wulandari Prabowo,Banten
76471246,Hasna Haryanto,"Surveyor, building",PD Mustofa Tbk,Nusa Tenggara Timur
8d422d10,"Puput Yolanda, M.Kom.",Further education lecturer,CV Nasyidah Tbk,Bengkulu
cb36d1f3,Karsana Sihotang,Chief Executive Officer,PD Padmasari (Persero) Tbk,DKI Jakarta
897a8b5e,Tgk. Ami Situmorang,Games developer,CV Nasyidah Tbk,Kalimantan Utara
00c82e63,Cahyanto Wibowo,Stage manager,PT Santoso Hakim Tbk,Sulawesi Barat
ff963036,Kezia Nainggolan,Computer games developer,PT Prasetya Maryadi (Persero) Tbk,Papua Barat
101e6fa9,R.A. Silvia Sihombing,Company secretary,CV Firgantoro Sitompul,Maluku
3b9ad731,Pia Napitupulu,Landscape architect,PT Puspasari Sihombing,Papua Barat
a8e38bce,Sadina Anggraini,Publishing copy,Perum Pranowo Waskita (Persero) Tbk,Nusa Tenggara Barat
a33e2aff,Febi Hassanah,Geophysical data processor,UD Rahimah,Aceh
89f39a70,Cagak Megantara,"Nurse, learning disability",UD Haryanti Pudjiastuti,Kalimantan Tengah
6ed0bebe,"Kardi Gunawan, S.Farm","Administrator, local government",PT Ardianto (Persero) Tbk,Papua
6009feec,Jumari Setiawan,Health and safety adviser,PT Zulkarnain,Kalimantan Selatan
8af5e42d,Dariati Suryatmi,Database administrator,CV Pratiwi (Persero) Tbk,Maluku
b58211f9,"Cut Dian Firgantoro, M.Pd",Chief Technology Officer,PD Manullang,Jawa Tengah
7bae9f9f,Naradi Lestari,"Engineer, structural",PT Pradipta Budiman,Sulawesi Tenggara
57b31328,"Fitria Yuniar, S.I.Kom",Dealer,CV Thamrin Hartati,Maluku
446aab82,Tgk. Edison Waluyo,Music therapist,PD Maryadi Hutagalung Tbk,Aceh
345974ff,"dr. Ihsan Latupono, S.Gz","Teacher, early years/pre",UD Sitorus (Persero) Tbk,Sulawesi Tenggara
a1d7417f,Kala Maryadi,"Programme researcher, broadcasting/film/video",PT Habibi Iswahyudi,Riau
b4c51b76,Oni Winarsih,Oceanographer,PT Manullang Lestari,DKI Jakarta
af4976c1,Zulfa Hidayanto,Event organiser,PT Dongoran Tbk,Bali
20e830f0,Ganda Wahyudin,Dance movement psychotherapist,PT Novitasari,Gorontalo
4ebe8938,Eluh Mansur,"Scientist, marine",PT Haryanto Narpati Tbk,Sulawesi Tenggara
c9f2f018,"Ajiman Namaga, S.Farm",Computer games developer,UD Setiawan,Kalimantan Selatan
