ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
2ddd3be0,R. Jaeman Mangunsong,Air broker,CV Winarsih Sinaga,Sumatera Selatan
3867b70d,Tgk. Ciaobella Safitri,"Education officer, community",PD Prasasta Hartati,Gorontalo
618a886e,Kenes Laksmiwati,"Engineer, civil (contracting)",Perum Dongoran,Jawa Timur
38d1caf7,Ifa Wasita,"Surveyor, commercial/residential",Perum Nurdiyanti Tbk,Gorontalo
cec0b628,drg. Chelsea Utama,Insurance underwriter,PT Riyanti (Persero) Tbk,Kalimantan Timur
be1ffe55,Tgk. Shakila Samosir,Water engineer,PT Kusumo Tbk,Lampung
108146ed,"Ir. Queen Suartini, S.Psi",Oceanographer,UD Novitasari Gunarto,Jawa Barat
8bb7913c,Irnanto Palastri,Legal executive,CV Megantara Palastri (Persero) Tbk,Jawa Barat
3fe42f11,"R. Padma Hidayanto, S.E.",Community development worker,UD Natsir,Sulawesi Tengah
7ee7f205,Sutan Enteng Zulaika,Equities trader,Perum Waluyo Maryati,DKI Jakarta
aecb24df,"R.M. Cengkal Anggraini, S.I.Kom","Administrator, sports",Perum Winarno Suryatmi Tbk,Sulawesi Tenggara
6cd37a66,"Niyaga Hutagalung, S.IP",Ambulance person,CV Wibowo Wastuti Tbk,Papua
04ccd59c,Laras Yuniar,Psychiatrist,PT Pratama (Persero) Tbk,Bengkulu
9d81e5cd,R.M. Ibun Wahyuni,Clinical biochemist,Perum Prakasa (Persero) Tbk,Sulawesi Tengah
0b03058d,Lamar Gunarto,Trade union research officer,PT Pudjiastuti Wulandari,Kalimantan Selatan
c0944a41,Ajeng Damanik,Air traffic controller,UD Hassanah Mustofa Tbk,Jawa Tengah
1b901219,Drs. Paulin Andriani,Exhibition designer,UD Nababan (Persero) Tbk,Bali
68742de2,Raisa Waluyo,Electronics engineer,PT Aryani (Persero) Tbk,Sumatera Utara
cea1294d,Lala Wijayanti,Actuary,UD Marbun Hidayat,Sulawesi Barat
81aeff54,Saiful Damanik,Quantity surveyor,CV Sihombing Usamah Tbk,Sulawesi Tengah
a206ebcd,"Shania Nainggolan, S.I.Kom",Company secretary,Perum Hastuti (Persero) Tbk,Lampung
f192de42,Dr. Tomi Suwarno,Operational researcher,UD Manullang Nasyidah Tbk,Sumatera Selatan
0464a184,"Vino Riyanti, M.TI.",Company secretary,PD Wibisono Wibisono,Kalimantan Tengah
fdceef0c,"Hamzah Prasetya, S.I.Kom",Aid worker,PT Budiman (Persero) Tbk,DKI Jakarta
