ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
1c29a07f,Anita Damanik,Counselling psychologist,UD Permata Marbun,Kalimantan Selatan
65f8dd14,Ira Sinaga,Scientific laboratory technician,CV Melani Tbk,Aceh
9b628f30,"Wulan Anggriawan, S.Sos","Programmer, systems",PT Napitupulu,DI Yogyakarta
9bc41a68,"Clara Suryono, S.Psi",Marketing executive,CV Sirait (Persero) Tbk,Kalimantan Barat
7b3540fc,Anastasia Jailani,Accounting technician,Perum Dabukke Mansur,Kalimantan Tengah
43703af9,Ir. Rini Wahyuni,"Designer, furniture",Perum Tamba Tbk,Sumatera Selatan
eb08d535,Mulyanto Pudjiastuti,Water quality scientist,PD Dongoran Waluyo Tbk,Sulawesi Tengah
fc02c822,"Dt. Maryanto Simbolon, M.Farm",Learning disability nurse,CV Mandala Setiawan (Persero) Tbk,Maluku Utara
5604afa8,Sari Astuti,"Therapist, sports",Perum Nasyiah,Aceh
1b45d7e1,Winda Novitasari,Museum/gallery curator,Perum Napitupulu Andriani,Gorontalo
5d8fb6c6,"Waluyo Firgantoro, M.M.","Therapist, drama",CV Pertiwi Tbk,Jambi
1caaf708,Dariati Narpati,Social researcher,UD Ramadan (Persero) Tbk,Kalimantan Barat
35aaa211,Radika Sirait,"Engineer, petroleum",PT Nasyidah,Jawa Tengah
efcb00d2,"Sutan Pangeran Handayani, S.Pt",Advertising art director,PT Utama Natsir (Persero) Tbk,Sumatera Barat
4688be88,Elma Prasetya,Audiological scientist,Perum Prayoga Wahyudin Tbk,Sulawesi Tenggara
39009590,Eli Handayani,"Teacher, early years/pre",CV Mustofa Lestari,Aceh
e7bdce4c,Adinata Hutasoit,Horticultural consultant,UD Halimah Tbk,Sumatera Utara
08ea515f,Arta Manullang,Estate agent,PT Pertiwi Nababan Tbk,Papua Barat
a4c2cc8c,Jais Puspita,Catering manager,UD Siregar Hasanah (Persero) Tbk,Jawa Tengah
879a17ea,Febi Prabowo,Midwife,CV Wijaya,Sumatera Utara
fe99fa25,drg. Cakrabuana Iswahyudi,Community education officer,Perum Situmorang Saputra,Aceh
10a80b8b,Hj. Ghaliyati Tamba,"Engineer, structural",PD Mustofa Kusmawati Tbk,Maluku
a3cb30ac,"Murti Sihombing, S.E.",Acupuncturist,PD Hardiansyah (Persero) Tbk,Sulawesi Tenggara
0f05ca8a,Cinta Kurniawan,Aid worker,PT Ramadan Jailani,Riau
88d7e34f,"R.A. Cinta Pratiwi, M.TI.",Chiropodist,CV Puspita,Papua Barat
f07f181e,dr. Danu Mulyani,"Lecturer, higher education",CV Pangestu Kusumo (Persero) Tbk,Gorontalo
e328768a,Amalia Lailasari,Energy manager,CV Simbolon,Papua Barat
55a2c803,Agnes Oktaviani,Interpreter,PT Laksita Nainggolan,Maluku Utara
8054dd3a,Amalia Usamah,"Engineer, mining",Perum Mandala Latupono (Persero) Tbk,DKI Jakarta
33be1f56,"Nilam Adriansyah, M.Kom.",Firefighter,UD Saefullah Tbk,Maluku
4f489be2,Ir. Tantri Prasetya,Mudlogger,CV Oktaviani Suryatmi,Jawa Timur
9487ba63,Jagapati Wahyuni,Therapeutic radiographer,PT Purnawati Laksita,Maluku Utara
f82d05fa,"dr. Imam Farida, M.TI.",Podiatrist,UD Gunarto,Jambi
6df0ccaa,Diana Marbun,Farm manager,UD Hutagalung Tbk,Sulawesi Tengah
6311d0ef,"Hj. Safina Iswahyudi, M.TI.",Adult nurse,UD Wibisono,Kepulauan Bangka Belitung
e19d8533,Balamantri Tamba,Prison officer,Perum Wibowo Tbk,Jawa Tengah
d3862c1c,"Dimaz Maryati, S.E.",Translator,Perum Waluyo,Kalimantan Tengah
a9bf0a74,Tgk. Karma Oktaviani,Health promotion specialist,PT Mandasari (Persero) Tbk,Jawa Timur
fb8ed720,"Ratna Januar, M.Farm",Architectural technologist,PD Nuraini Mahendra (Persero) Tbk,Kepulauan Riau
01591223,"Tgk. Calista Napitupulu, S.Psi",Careers information officer,Perum Saputra Mandala Tbk,Nusa Tenggara Barat
49e6a05b,Drs. Padma Tarihoran,Intelligence analyst,UD Laksita Anggraini Tbk,Jawa Tengah
f1e40034,Cut Yessi Puspasari,Systems analyst,CV Nurdiyanti Prayoga,Sulawesi Barat
40b072c9,Hana Halimah,Estate manager/land agent,Perum Agustina Najmudin (Persero) Tbk,Jawa Tengah
ba63db7e,"Adika Padmasari, M.Ak",Science writer,UD Haryanti (Persero) Tbk,Papua
d4258270,Raisa Natsir,Games developer,PT Waskita Tbk,Kalimantan Selatan
8409571b,drg. Lidya Mayasari,Art gallery manager,PT Wijayanti Hardiansyah (Persero) Tbk,Kalimantan Timur
7ca87841,"R.A. Rini Agustina, M.M.","Geologist, engineering",Perum Halim Prakasa (Persero) Tbk,Maluku
b0fde232,"Cut Suci Widiastuti, S.Kom","Radiographer, therapeutic",CV Adriansyah Haryanto,Jawa Timur
de9c12ae,Gangsa Putra,"Education officer, community",PT Hutagalung Nurdiyanti (Persero) Tbk,Aceh
d30878d6,Irnanto Usada,"Psychologist, counselling",UD Dabukke (Persero) Tbk,Jambi
8e44ac57,Bakijan Sitompul,Outdoor activities/education manager,PD Habibi Hidayanto,Kepulauan Bangka Belitung
55320273,H. Adinata Prakasa,Animal nutritionist,CV Permadi Nugroho Tbk,Nusa Tenggara Barat
169ba236,Tgk. Michelle Hidayat,Arts development officer,UD Suryatmi Samosir Tbk,Sulawesi Tengah
fa27e8cb,Irfan Ardianto,Air cabin crew,PD Zulaika Tbk,Papua Barat
948c545b,Cahyanto Haryanti,Magazine features editor,Perum Prabowo Tbk,Papua
64642c07,drg. Tania Yulianti,Production engineer,CV Haryanto Thamrin Tbk,Sulawesi Tengah
354f73ca,Rizki Padmasari,Multimedia specialist,CV Zulaika (Persero) Tbk,Bali
5afabd84,Drajat Anggriawan,Insurance risk surveyor,UD Wastuti,Sulawesi Tenggara
c0ec0a78,Uda Tarihoran,Make,CV Nababan Tbk,Gorontalo
9d1bd0dd,Edward Hutagalung,"Producer, radio",PD Kusmawati Zulkarnain,Bali
08d13bed,Cut Salsabila Sitorus,Television floor manager,PT Sirait (Persero) Tbk,Sulawesi Tenggara
4ed2b16e,Harja Pertiwi,"Geneticist, molecular",Perum Sihombing Namaga,Gorontalo
7024be5b,Siti Usada,Neurosurgeon,PD Winarsih (Persero) Tbk,Sulawesi Tenggara
eaf8d724,Juli Saputra,Chief Executive Officer,UD Melani Hidayat,Nusa Tenggara Barat
97f71997,Daruna Yolanda,Osteopath,CV Rahimah,Kepulauan Bangka Belitung
4e338db1,Caturangga Fujiati,Water engineer,UD Permadi Hutapea Tbk,Riau
d96ecc9e,"drg. Lili Andriani, M.M.",Futures trader,PD Wijayanti Prasasta Tbk,Papua
2b69fef3,Ika Megantara,"Surveyor, rural practice",UD Hartati Yuliarti (Persero) Tbk,DI Yogyakarta
32b3453e,"Tgk. Raden Astuti, S.Sos",Commissioning editor,UD Fujiati Latupono,Sulawesi Tenggara
1acfc812,"Drs. Widya Melani, M.Pd",Market researcher,PD Handayani Putra (Persero) Tbk,Aceh
b7da1381,Darmana Zulkarnain,Environmental health practitioner,PD Iswahyudi,Sumatera Selatan
a3af6220,KH. Luhung Damanik,Insurance account manager,UD Mulyani Wastuti (Persero) Tbk,Banten
2e345055,Dinda Hutagalung,Insurance account manager,PD Haryanti Tbk,Bengkulu
68415a55,Hartana Sitorus,Applications developer,Perum Salahudin,Sumatera Utara
a88b4553,Himawan Sitompul,"Nurse, mental health",PT Wulandari,Sumatera Selatan
9fb955de,R.M. Irnanto Oktaviani,"Administrator, sports",PD Palastri,Jawa Timur
257d6049,R.A. Fitriani Utami,"Surveyor, land/geomatics",Perum Sudiati Wijayanti,Sumatera Utara
4c61c538,"drg. Maya Waskita, S.Pd",Financial controller,Perum Siregar,Kalimantan Selatan
72121bb2,Yulia Maryati,"Therapist, sports",PT Melani Nashiruddin,Sulawesi Barat
5a1537c9,Digdaya Anggriawan,Technical brewer,UD Laksmiwati Prasetya Tbk,Sulawesi Selatan
cf66a7a7,Ratna Wulandari,"Scientist, forensic",PT Prabowo Tbk,Jawa Timur
13c13b37,"Dr. Daliman Samosir, M.TI.",Dancer,UD Marbun Saptono Tbk,Sulawesi Tengah
a53228f4,Wisnu Maryati,International aid/development worker,PT Riyanti Zulaika Tbk,Nusa Tenggara Barat
ca7a9cdc,Humaira Usamah,Arboriculturist,PD Napitupulu,Jawa Tengah
6672b17f,Aurora Haryanti,Ship broker,UD Nainggolan (Persero) Tbk,Nusa Tenggara Timur
