ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
a97ac332,"dr. Balijan Palastri, S.IP",Copy,UD Suryono Tbk,Kalimantan Timur
01602745,Siti Wasita,Artist,PT Oktaviani Salahudin,Papua
4a1e0b03,"Tgk. Upik Samosir, M.M.",Medical illustrator,UD Januar,Kalimantan Utara
b7a2d610,Citra Winarno,"Scientist, physiological",PT Marpaung Tbk,Maluku Utara
5757b242,"Dian Riyanti, S.E.I",Ophthalmologist,PT Prabowo Prabowo,Bengkulu
450224e0,"Ratna Nasyiah, M.M.",IT sales professional,PD Winarsih Suryono,Sulawesi Utara
6873cfbb,Ir. Cakrawangsa Sitorus,Tourist information centre manager,CV Usamah,Jawa Timur
0fc7595d,"Rendy Kusmawati, M.TI.",Sports administrator,UD Winarsih Nuraini Tbk,Bali
1705422d,"Ir. Setya Winarno, M.TI.",Teaching laboratory technician,Perum Lazuardi (Persero) Tbk,DI Yogyakarta
0385ce4d,"Arta Sitorus, S.E.",Community development worker,UD Pudjiastuti Tbk,Maluku
6269953d,Umi Ardianto,Environmental manager,PT Wacana Palastri,DI Yogyakarta
f4459262,Limar Novitasari,Medical secretary,CV Zulkarnain Haryanto,Riau
6451b672,"Cinta Palastri, S.T.",Broadcast engineer,Perum Puspita Oktaviani,Papua Barat
62e089e4,Jatmiko Yuniar,Jewellery designer,CV Anggraini,Gorontalo
486f16ba,"Nadine Hutasoit, S.Kom",Nutritional therapist,PD Farida Winarno Tbk,Papua Barat
9d144a8e,drg. Tugiman Wibisono,Medical secretary,PD Saptono Irawan,Sumatera Selatan
8f94bcf4,"Maryadi Rajata, M.Ak","Administrator, sports",CV Sihotang Tbk,Sulawesi Utara
3febddc5,Dr. Makara Nasyidah,Adult guidance worker,PT Novitasari Tbk,Bali
65e4028c,Silvia Pratiwi,Ranger/warden,PT Pudjiastuti Tbk,Papua
d4410ef7,"Laswi Purwanti, S.Kom",Paramedic,CV Yolanda Astuti (Persero) Tbk,Nusa Tenggara Timur
75da8430,Rahmi Sitompul,"Surveyor, land/geomatics",UD Mandasari,Lampung
460341ec,R. Titin Sinaga,"Engineer, manufacturing systems",PT Kuswandari (Persero) Tbk,Sulawesi Selatan
00828f10,Langgeng Irawan,Event organiser,UD Halimah,Bengkulu
77ad71a0,Chandra Hardiansyah,Software engineer,Perum Widiastuti,Gorontalo
493057f0,Tania Kuswoyo,Bonds trader,CV Latupono,Sulawesi Selatan
717a0cf3,"Puti Genta Latupono, S.Sos",Speech and language therapist,CV Hakim Widiastuti,DI Yogyakarta
55026259,"Sabrina Kusumo, M.Pd","Education officer, museum",CV Puspasari Tbk,Jambi
04a70312,Dt. Pardi Zulkarnain,Geochemist,UD Namaga,Gorontalo
f2037b7a,Natalia Maheswara,"Investment banker, operational",PD Waskita Waluyo Tbk,Maluku Utara
e1c615a6,Ir. Cager Habibi,Careers information officer,PD Oktaviani Tbk,Kalimantan Tengah
7988bae3,"Asmuni Wasita, S.Psi",Technical brewer,PT Utami Jailani,Jawa Tengah
748a6527,Cut Kania Laksmiwati,Architect,UD Prakasa (Persero) Tbk,Maluku Utara
4ee051d2,Hasim Mandala,Electrical engineer,Perum Kusmawati Farida (Persero) Tbk,DKI Jakarta
be05bbf1,Dr. Cakrabuana Yolanda,Housing manager/officer,PT Nugroho Pranowo,Sulawesi Tengah
7db697ab,"Tina Latupono, M.Ak","Scientist, water quality",PT Adriansyah (Persero) Tbk,Bali
b6622c2c,dr. Galang Anggriawan,Immunologist,UD Lestari Tbk,Lampung
391d271b,Uchita Haryanti,"Presenter, broadcasting",PD Mahendra Tbk,Jawa Barat
49c6c157,"Sutan Galih Saragih, S.E.",Senior tax professional/tax inspector,PT Puspita,Kepulauan Riau
bf709635,Yusuf Santoso,Psychotherapist,PT Tampubolon,Kalimantan Utara
3b38dcfe,"dr. Lantar Saputra, M.Pd",Chartered loss adjuster,PT Hartati Wahyuni (Persero) Tbk,Kalimantan Tengah
2c4d61a2,"R. Vanya Mansur, S.T.",Intelligence analyst,PT Habibi Wibisono,Aceh
beccee8c,Tgk. Puji Susanti,Solicitor,PD Hardiansyah Hartati,Jawa Barat
7a444e86,Padmi Pradipta,Amenity horticulturist,CV Utama Kusmawati,Sulawesi Tengah
eeffec7b,Ihsan Pradipta,Politician's assistant,CV Wibowo Palastri Tbk,Sumatera Utara
5c0393bd,Jamal Hardiansyah,Musician,PT Safitri Siregar Tbk,Banten
c71a9845,Jasmin Wijaya,"Teacher, adult education",CV Jailani,Riau
fb70aa1a,Puti Zelda Santoso,Media buyer,UD Sitorus,Sulawesi Barat
49afece2,dr. Gawati Saragih,"Civil engineer, contracting",CV Mulyani,Kalimantan Utara
97bf77ed,Vega Waluyo,Applications developer,PT Tamba Aryani,Kalimantan Utara
00d7f0c7,Bakidin Hakim,Lobbyist,Perum Setiawan,DKI Jakarta
7f711b2c,Aisyah Thamrin,Community pharmacist,CV Latupono Tamba,Jambi
403c50e6,"Maimunah Putra, S.Psi","Engineer, mining",CV Wulandari,Sumatera Utara
1ab8fe5f,Eli Mustofa,Site engineer,PD Thamrin (Persero) Tbk,Jawa Tengah
41a19f58,"Emas Mansur, M.Kom.",Arboriculturist,PD Widodo Tamba,Aceh
77c625d8,"Drs. Mahdi Nurdiyanti, S.Ked",Academic librarian,Perum Waluyo,DKI Jakarta
c346aa7b,Jindra Uwais,Pension scheme manager,CV Hartati,DI Yogyakarta
a1fb8906,"dr. Ganda Haryanto, S.E.",Building services engineer,CV Yolanda,Kepulauan Riau
032ee2cf,Dt. Cengkal Hidayat,Legal secretary,CV Saputra Nainggolan,Maluku
20917458,Hani Mangunsong,Media planner,CV Napitupulu (Persero) Tbk,Nusa Tenggara Timur
09506ea5,Atma Prasetyo,"Surveyor, building control",Perum Sirait,Nusa Tenggara Barat
ed77d294,Karimah Najmudin,Amenity horticulturist,UD Gunawan Hassanah,Papua Barat
ba016fe9,Fathonah Rahimah,Medical secretary,PD Natsir Mandasari,Papua Barat
2d32f4db,"Alika Wijaya, S.I.Kom",Lawyer,PT Prastuti Novitasari (Persero) Tbk,Nusa Tenggara Timur
aa4088e1,Rahman Maryadi,Trading standards officer,Perum Astuti Dongoran,Maluku Utara
282b5606,"Harsanto Rajata, S.Farm",Operations geologist,Perum Winarno Nasyiah,Maluku Utara
a67bf393,Pia Fujiati,Ranger/warden,PD Pudjiastuti Puspita (Persero) Tbk,Sulawesi Barat
34f7e6d0,T. Edison Maryadi,"Research officer, trade union",Perum Marbun,Kepulauan Riau
cbb89fe4,Jindra Rahayu,Advertising art director,CV Hakim (Persero) Tbk,Kalimantan Barat
93ad29f5,Jinawi Farida,Museum/gallery curator,UD Situmorang Mustofa (Persero) Tbk,Papua
4ff6e29c,Violet Kuswandari,Operational investment banker,PD Hartati,Papua Barat
9bea0e96,Tgk. Tami Melani,Legal executive,UD Hutagalung Novitasari,Sumatera Selatan
40507969,Puti Lidya Pradipta,Tax adviser,PD Dongoran Saragih (Persero) Tbk,DKI Jakarta
dc3c562b,"drg. Pandu Ardianto, S.IP","Lecturer, further education",Perum Puspita Mahendra Tbk,Lampung
777b8bc8,Dr. Zizi Pangestu,Publishing copy,Perum Hutagalung,Nusa Tenggara Timur
c5bca81b,"Tiara Firmansyah, S.Pd",Land,Perum Riyanti (Persero) Tbk,Sulawesi Selatan
98032286,Salman Wahyuni,Structural engineer,UD Gunarto,Kalimantan Tengah
ff008ed6,Zahra Waluyo,"Engineer, electronics",PT Yulianti,Bali
5b095f1c,Dt. Omar Wasita,"Nurse, children's",PD Laksita Suryatmi (Persero) Tbk,Kalimantan Utara
